id	name	formula	charge	inchikey	smiles	deltag	kegg id
cpd15750_c0	Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted_c0	C121H236O135P24	-24			-6875.38	
cpd15768_c0	Anteisoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine_c0	C313H548N24O255P24	-24			-10543.3	
cpd00083_c0	GDP-mannose_c0	C16H23N5O16P2	-2	MVMSCBBUIHUTGJ-GDJBGNAASA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)([O-])OP(=O)(O)OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c2[nH]1	-673.08	C00096
cpd00900_c0	GDP-4-dehydro-D-rhamnose_c0	C16H21N5O15P2	-2	PNHLMHWWFOPQLK-BKUUWRAGSA-L	CC1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3cnc4c([O-])nc(=N)[nH]c43)C(O)C2O)C(O)C(O)C1=O	-630.29	C01222
cpd00007_c0	O2_c0	O2	0	MYMOFIZGZYHOMD-UHFFFAOYSA-N	O=O	3.9197	C00007
cpd03161_c0	Phenethylamine_c0	C8H12N	1	BHHGXPLMPWCGHP-UHFFFAOYSA-O	[NH3+]CCc1ccccc1	28.59	C05332
cpd00013_c0	NH3_c0	H4N	1	QGZKDVFQNNGYKY-UHFFFAOYSA-O	[NH4+]	-18.97	C00014
cpd00025_c0	H2O2_c0	H2O2	0	MHAJPDPJQMAIIY-UHFFFAOYSA-N	OO	-32.05	C00027
cpd00464_c0	alpha-Tolualdehyde_c0	C8H8O	0	DTUQWGWMVIHBKE-UHFFFAOYSA-N	O=CCc1ccccc1	2.82	C00601
cpd00003_c0	NAD_c0	C21H26N7O14P2	-1	BAWFJGJZGIEFAR-NNYOXOHSSA-M	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	-529.59	C00003
cpd03113_c0	(S)-3-Hydroxyhexadecanoyl-CoA_c0	C37H62N7O18P3S	-4	DEHLMTDDPWDRDR-QQOJFMBSSA-J	CCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-801.19	C05258
cpd00004_c0	NADH_c0	C21H27N7O14P2	-2	BOPGDPNILDQYTO-NNYOXOHSSA-L	N=C([O-])C1=CN(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1	-524.32	C00004
cpd03114_c0	3-Oxopalmitoyl-CoA_c0	C37H60N7O18P3S	-4	NQMPLXPCRJOSHL-BBECNAHFSA-J	CCCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-793.17	C05259
cpd00483_c0	3-Hydroxyanthranilate_c0	C7H6NO3	-1	WJXSWCUQABXPFS-UHFFFAOYSA-M	Nc1c([O-])cccc1C(=O)O	-88.47	C00632
cpd00532_c0	O2-_c0	O2	-1	OUUQCZGPVNCOIJ-UHFFFAOYSA-M	[O][O-]	6.9	C00704
cpd03351_c0	Cinnavalininate_c0	C14H6N2O6	-2	FSBKJYLVDRVPTK-UHFFFAOYSA-L	Nc1c(C(=O)[O-])c2nc3c(C(=O)[O-])cccc3oc-2cc1=O	-142.93	C05640
cpd00039_c0	L-Lysine_c0	C6H15N2O2	1	KDXKERNSBIXSRK-YFKPBYRVSA-O	NC(CCCC[NH3+])C(=O)O	-84.04	C00047
cpd00011_c0	CO2_c0	CO2	0	CURLTUGMZLYLDI-UHFFFAOYSA-N	O=C=O	-92.26	C00011
cpd01155_c0	Cadaverine_c0	C5H16N2	2	VHRGRCVQAFMJIZ-UHFFFAOYSA-P	[NH3+]CCCCC[NH3+]	-4.4	C01672
cpd01015_c0	Cyanate_c0	CNO	-1	XLJMAIOERFSOGZ-UHFFFAOYSA-M	N#C[O-]	-23.3	C01417
cpd01101_c0	Carbamate_c0	CH2NO2	-1	KXDHJXZQYSOELW-UHFFFAOYSA-M	NC(=O)[O-]	-95.7	C01563
cpd11466_c0	Myristoyl-ACP_c0	C25H48N2O8PRS	-2				C05761
cpd01695_c0	Myristoyl-CoA_c0	C35H58N7O17P3S	-4	DUAFKXOFBZQTQE-QSGBVPJFSA-J	CCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-766.39	C02593
cpd11493_c0	ACP_c0	C11H22N2O7PRS	-2				C00229
cpd08739_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienal_c0	C10H16O	0	KDMDLRXLBMMBSU-WEVVVXLNSA-N	C=C(CC=C(C)C=O)C(C)C	14.87	C11942
cpd08740_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid_c0	C10H15O2	-1	HZNKOKJSWBRPRJ-RMKNXTFCSA-M	C=C(CC=C(C)C(=O)[O-])C(C)C	-37.83	C11943
cpd17042_c0	DNA replication_c0	null	0				
cpd08289_c0	1-deoxy-D-xylulose5-phosphate_c0	C5H9O7P	-2	AJPADPZSRRUGHI-RFZPGFLSSA-L	CC(=O)C(O)C(O)COP(=O)([O-])[O-]	-357.27	C11437
cpd08449_c0	3-Amino-2-oxopropyl phosphate_c0	C3H7NO5P	-1	HIQNVODXENYOFK-UHFFFAOYSA-M	NCC(=O)COP(=O)([O-])O	-285.41	C11638
cpd00478_c0	Pyridoxine phosphate_c0	C8H10NO6P	-2	WHOMFKWHIQZTHY-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(CO)c1[O-]	-279.93	C00627
cpd00054_c0	L-Serine_c0	C3H7NO3	0	MTCFGRXMJLQNBG-REOHCLBHSA-N	NC(CO)C(=O)O	-124.15	C00065
cpd15688_c0	CDP-1,2-diisohexadecanoylglycerol_c0	C44H79N3O15P2	-2			-641.22	
cpd15694_c0	Diisohexadecanoylphosphatidylserine_c0	C38H72NO10P	-2			-425.5	
cpd11589_c0	gly-asp-L_c0	C6H9N2O5	-1	SCCPDJAQCXWPTF-VKHMYHEASA-M	NCC([O-])=NC(CC(=O)O)C(=O)O	-196.33	
cpd00041_c0	L-Aspartate_c0	C4H6NO4	-1	CKLJMWTZIZZHCS-REOHCLBHSA-M	NC(CC(=O)[O-])C(=O)O	-165.75	C00049
cpd02519_c0	Guanidinoethyl methyl phosphate_c0	C4H12N3O4P	0	PTALSLHNZQRENZ-UHFFFAOYSA-N	COP(=O)(O)OCCNC(=N)N	-228.77	C04071
cpd02744_c0	N'-Phosphoguanidinoethyl methyl phosphate_c0	C4H11N3O7P2	-2	SKVVAASQKFJYKN-UHFFFAOYSA-L	COP(=O)(O)OCCNC(=N)NP(=O)([O-])[O-]	-425.31	C04503
cpd00038_c0	GTP_c0	C10H13N5O14P3	-3	XKMLYUALXHKNFT-UUOKFMHZSA-K	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2[nH]1	-724.3	C00044
cpd00048_c0	Sulfate_c0	O4S	-2	QAOWNCQODCNURD-UHFFFAOYSA-L	O=S(=O)([O-])[O-]	-177.97	C00059
cpd00031_c0	GDP_c0	C10H13N5O11P2	-2	QGWNDRXFNXRZMB-UUOKFMHZSA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)([O-])O)C(O)C3O)c2[nH]1	-516.3	C00035
cpd00193_c0	APS_c0	C10H12N5O10PS	-2	IRLPACMLTUPBCL-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(O)C1O	-367.85	C00224
cpd00206_c0	dCMP_c0	C9H12N3O7P	-2	NCMVOABPESMRCP-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)([O-])O)O2)c([O-])n1	-305.54	C00239
cpd00533_c0	dCDP_c0	C9H13N3O10P2	-2	FTDHDKPUHBLBTL-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)c([O-])n1	-513.54	C00705
cpd00023_c0	L-Glutamate_c0	C5H8NO4	-1	WHUUTDBJXJRKMK-VKHMYHEASA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00025
cpd02097_c0	L-Glutamyl 5-phosphate_c0	C5H8NO7P	-2	PJRXVIJAERNUIP-VKHMYHEASA-L	NC(CCC(=O)OP(=O)([O-])O)C(=O)[O-]	-379.03	C03287
cpd00201_c0	10-Formyltetrahydrofolate_c0	C20H21N7O7	-2	AUFGTPPARQZWDO-YUZLPWPTSA-L	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2	-144.77	C00234
cpd03524_c0	10-Formyl-THF-L-glutamate_c0	C25H27N8O10	-3	BHBZPCBOCZGPTF-KBMXLJTQSA-K	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)cc1)N2	-251.75	C05928
cpd00070_c0	Malonyl-CoA_c0	C24H33N7O19P3S	-5	LTYOQGRJFJAKNA-DVVLENMVSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CC(=O)[O-]	-863.66	C00083
cpd00093_c0	Anthranilate_c0	C7H6NO2	-1	RWZYAGGXGHYGMB-UHFFFAOYSA-M	Nc1ccccc1C(=O)[O-]	-48.99	C00108
cpd02014_c0	N-Malonylanthranilate_c0	C10H7NO5	-2	ZDSSCYCDBASEJQ-UHFFFAOYSA-L	O=C([O-])CC([O-])=Nc1ccccc1C(=O)O	-164.71	C03147
cpd00022_c0	Acetyl-CoA_c0	C23H34N7O17P3S	-4	ZSLZBFCDCINBPY-ZSJPKINUSA-J	CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-785.83	C00024
cpd00477_c0	N-Acetyl-L-glutamate_c0	C7H9NO5	-2	RFMMMVDNIPUKGG-YFKPBYRVSA-L	CC([O-])=NC(CCC(=O)[O-])C(=O)O	-193.73	C00624
cpd00654_c0	Deoxycytidine_c0	C9H13N3O4	0	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	N=c1ccn(C2CC(O)C(CO)O2)c(O)n1	-93.04	C00881
cpd03640_c0	6-Oxohexanoate_c0	C6H9O3	-1	PNPPVRALIYXJBW-UHFFFAOYSA-M	O=CCCCCC(=O)[O-]	-107.02	C06102
cpd03643_c0	Cyclohexan-1,2-dione_c0	C6H8O2	0	OILAIQUEIWYQPH-UHFFFAOYSA-N	O=C1CCCCC1=O	-45.02	C06105
cpd00006_c0	NADP_c0	C21H25N7O17P3	-3	XJLXINKUBYWONI-NNYOXOHSSA-K	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1	-742.09	C00006
cpd00199_c0	4-Oxobutanoate_c0	C4H5O3	-1	UIUJIQZEACWQSV-UHFFFAOYSA-M	O=CCCC(=O)[O-]	-110.26	C00232
cpd00005_c0	NADPH_c0	C21H26N7O17P3	-4	ACFIXJIJDZMPPO-NNYOXOHSSA-J	N=C([O-])C1=CN(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1	-736.82	C00005
cpd00036_c0	Succinate_c0	C4H4O4	-2	KDYFGRWQOYBRFD-UHFFFAOYSA-L	O=C([O-])CCC(=O)[O-]	-162.96	C00042
cpd02021_c0	Succinylbenzoyl-CoA_c0	C32H39N7O20P3S	-5	KVAQAPQXOXTRAE-UHFFFAOYSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CCC(=O)c1ccccc1C(=O)[O-]	-859.92	C03160
cpd02295_c0	1-4-Dihydroxy-2-naphthoate_c0	C11H7O4	-1	VOJUXHHACRXLTD-UHFFFAOYSA-M	O=C(O)c1cc([O-])c2ccccc2c1O	-122.199	C03657
cpd00036_e0	Succinate_e0	C4H4O4	-2	KDYFGRWQOYBRFD-UHFFFAOYSA-L	O=C([O-])CCC(=O)[O-]	-162.96	C00042
cpd04097_c0	Pb_c0	Pb	2	RVPVRDXYQKGNMQ-UHFFFAOYSA-N	[Pb+2]		C06696
cpd04097_e0	Pb_e0	Pb	2	RVPVRDXYQKGNMQ-UHFFFAOYSA-N	[Pb+2]		C06696
cpd00311_c0	Guanosine_c0	C10H13N5O5	0	NYHBQMYGNKIUIF-UUOKFMHZSA-N	N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1	-95.8	C00387
cpd01217_c0	Xanthosine_c0	C10H12N4O6	0	UBORTCNDUKBEOP-UUOKFMHZSA-N	OCC1OC(n2cnc3c(O)nc(O)nc32)C(O)C1O	-151.93	C01762
cpd15540_c0	Phosphatidylglycerol dioctadecanoyl_c0	C42H82O10P	-1			-406.42	
cpd00100_c0	Glycerol_c0	C3H8O3	0	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OCC(O)CO	-116.18	C00116
cpd15793_c0	Stearoylcardiolipin (B. subtilis)_c0	C81H156O17P2	-2			-696.66	
cpd00024_c0	2-Oxoglutarate_c0	C5H4O5	-2	KPGXRSRHYNQIFN-UHFFFAOYSA-L	O=C([O-])CCC(=O)C(=O)[O-]	-188.9	C00026
cpd00807_c0	L-histidinol-phosphate_c0	C6H11N3O4P	-1	CWNDERHTHMWBSI-YFKPBYRVSA-M	NC(COP(=O)([O-])O)Cc1cnc[nH]1	-214.91	C01100
cpd00930_c0	imidazole acetol-phosphate_c0	C6H7N2O5P	-2	YCFFMSOLUMRAMD-UHFFFAOYSA-L	O=C(COP(=O)([O-])[O-])Cc1cnc[nH]1	-242.14	C01267
cpd03246_c0	Taurochenodeoxycholate_c0	C26H44NO6S	-1	BHTRKEVKTKCXOH-BJLOMENOSA-M	CC(CCC([O-])=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	-195.763	C05465
cpd00210_c0	Taurine_c0	C2H7NO3S	0	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(=O)(=O)O	-126.763	C00245
cpd01663_c0	Chenodiol_c0	C24H39O4	-1	RUDATBOHQWOJDD-BSWAIDMHSA-M	CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	-126.15	C02528
cpd00982_c0	FADH2_c0	C27H33N9O15P2	-2	YPZRHBJKEMOYQH-UYBVJOGSSA-L	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1nc([O-])nc([O-])c1N2	-538.18	C01352
cpd15560_c0	Ubiquinone-8_c0	C49H74O4	0	ICFIZJQGJAJRSU-SGHXUWJISA-N	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O	142.5	C17569
cpd00015_c0	FAD_c0	C27H30N9O15P2	-3	IMGVNJNCCGXBHD-UYBVJOGSSA-K	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)([O-])OCC3OC([n+]4c[nH]c5c(N)ncnc54)C(O)C3O)c2cc1C	-515.07	C00016
cpd15561_c0	Ubiquinol-8_c0	C49H76O4	0	LOJUQFSPYHMHEO-SGHXUWJISA-N	COc1c(O)c(C)c(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC	120.8	
cpd00080_c0	Glycerol-3-phosphate_c0	C3H7O6P	-2	AWUCVROLDVIAJX-GSVOUGTGSA-L	O=P([O-])([O-])OCC(O)CO	-328.68	C00093
cpd11439_c0	fa4coa_c0	C36H61N7O17P3S	-3			-766.58	
cpd15675_c0	1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0	C18H36O7P	-1			-346.88	
cpd00052_c0	CTP_c0	C9H13N3O14P3	-3	PCDQPRRSZKQHHS-XVFCMESISA-K	N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C2O)c([O-])n1	-761.38	C00063
cpd15682_c0	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0	C35H68O8P	-1			-361.84	
cpd00112_c0	CMP-N-acetylneuraminate_c0	C20H29N4O16P	-2	TXCIAUNLDRJGJZ-BILDWYJOSA-L	CC([O-])=NC1C(O)CC(OP(=O)(O)OCC2OC(n3ccc(=N)nc3O)C(O)C2O)(C(=O)[O-])OC1C(O)C(O)CO	-610.28	C00128
cpd03658_c0	GT1a_c0	C78H127N5O47R	-3				C06138
cpd03659_c0	GQ1_c0	C89H143N6O55R	-4				C06139
cpd11432_c0	fa11coa_c0	C38H65N7O17P3S	-3			-763.34	
cpd15671_c0	1-isoheptadecanoyl-sn-glycerol 3-phosphate_c0	C20H40O7P	-1			-343.64	
cpd00171_c0	D-Ribulose5-phosphate_c0	C5H9O8P	-2	FNZLKVNUWIIPSJ-UHNVWZDZSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C00199
cpd00047_c0	Formate_c0	CHO2	-1	BDAGIHXWWSANSR-UHFFFAOYSA-M	O=C[O-]	-83.9	C00058
cpd11225_c0	3-4-dihydroxy-2-butanone4-phosphate_c0	C4H7O6P	-2	OKYHYXLCTGGOLM-SCSAIBSYSA-L	CC(=O)C(O)COP(=O)([O-])[O-]	-320.85	C15556
cpd00342_c0	N-Acetylornithine_c0	C7H14N2O3	0	JRLGPAXAGHMNOL-LURJTMIESA-N	CC(O)=NC(CCCN)C(=O)O	-115.26	C00437
cpd00064_c0	Ornithine_c0	C5H13N2O2	1	AHLPHDHHMVZTML-BYPYZUCNSA-O	NC(CCC[NH3+])C(=O)O	-85.66	C00077
cpd00585_c0	Creatinine_c0	C4H7N3O	0	DDRJAANPRJIHGJ-UHFFFAOYSA-N	CN1CC(O)=NC1=N	-6.19	C00791
cpd01679_c0	N-Methylhydantoin_c0	C4H6N2O2	0	RHYBFKMFHLPQPH-UHFFFAOYSA-N	CN1CC(O)=NC1=O	-60.99	C02565
cpd00208_c0	LACT_c0	C12H22O11	0	GUBGYTABKSRVRQ-QKKXKWKRSA-N	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O	-376.76	C00243
cpd00027_c0	D-Glucose_c0	C6H12O6	0	WQZGKKKJIJFFOK-DVKNGEFBSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00031
