unique_gene_callers_id	ko_id
Ramli-Leaf400.3466	K19591
Ramli-Leaf400.3765	K06889
Ramli-Leaf400.4138	K06889
Ramli-Leaf400.2041	K00249
Ramli-Leaf400.519
Ramli-Leaf400.2169	K18902
Ramli-Leaf400.3468	K19594
Ramli-Leaf400.3330	K01840
Ramli-Leaf400.665	K01840
Ramli-Leaf400.126
Ramli-Leaf400.368
Ramli-Leaf400.138	K01912
Ramli-Leaf400.672
Ramli-Leaf400.3942	K01999
Ramli-Leaf400.1546	K04090
Ramli-Leaf400.231
Ramli-Leaf400.3006	K03768
Ramli-Leaf400.3005	K03767
Ramli-Leaf400.4240	K09699
Ramli-Leaf400.273
Ramli-Leaf400.1118
Ramli-Leaf400.2226	K01070
Ramli-Leaf400.3229
Ramli-Leaf400.311	K01429
Ramli-Leaf400.1884	K07667
Ramli-Leaf400.1641	K00108
Ramli-Leaf400.1059	K00108
Ramli-Leaf400.2937	K07107
Ramli-Leaf400.2279	K01491
Ramli-Leaf400.3499
Ramli-Leaf400.1496	K03169
Ramli-Leaf400.3036	K15977
Ramli-Leaf400.2020	K15977
Ramli-Leaf400.2027
Ramli-Leaf400.3793
Ramli-Leaf400.269
Ramli-Leaf400.1852
Ramli-Leaf400.1473
Ramli-Leaf400.4387	K01524
Ramli-Leaf400.3832	K00240
Ramli-Leaf400.2718	K01999
Ramli-Leaf400.2600	K00031
Ramli-Leaf400.1092	K00457
Ramli-Leaf400.3199	K00457
Ramli-Leaf400.4074	K10220
Ramli-Leaf400.340	K11529
Ramli-Leaf400.3561
Ramli-Leaf400.1342	K00826
Ramli-Leaf400.1864
Ramli-Leaf400.2829
Ramli-Leaf400.1674	K03522
Ramli-Leaf400.430	K18335
Ramli-Leaf400.2193	K18335
Ramli-Leaf400.694
Ramli-Leaf400.2339
Ramli-Leaf400.3770
Ramli-Leaf400.2723	K01996
Ramli-Leaf400.3250
Ramli-Leaf400.3686
Ramli-Leaf400.1639	K07090
Ramli-Leaf400.3740	K05772
Ramli-Leaf400.1651
Ramli-Leaf400.1652	K01061
Ramli-Leaf400.313	K01430
Ramli-Leaf400.2227	K00121
Ramli-Leaf400.2291
Ramli-Leaf400.576	K00123
Ramli-Leaf400.3707	K01796
Ramli-Leaf400.1072	K00681
Ramli-Leaf400.3574	K01995
Ramli-Leaf400.577	K22515
Ramli-Leaf400.796	K03518
Ramli-Leaf400.4279
Ramli-Leaf400.240	K02169
Ramli-Leaf400.3888	K08300
Ramli-Leaf400.307	K03189
Ramli-Leaf400.2828
Ramli-Leaf400.4428	K07044
Ramli-Leaf400.900
Ramli-Leaf400.73
Ramli-Leaf400.3741	K06857
Ramli-Leaf400.1555
Ramli-Leaf400.1650
Ramli-Leaf400.4297	K01996
Ramli-Leaf400.77	K01996
Ramli-Leaf400.2192
Ramli-Leaf400.432
Ramli-Leaf400.2504
Ramli-Leaf400.2501
Ramli-Leaf400.1352	K02510
Ramli-Leaf400.2081	K02510
Ramli-Leaf400.375
Ramli-Leaf400.3184
Ramli-Leaf400.2073
Ramli-Leaf400.863
Ramli-Leaf400.1558
Ramli-Leaf400.3111
Ramli-Leaf400.1579	K01433
Ramli-Leaf400.338
Ramli-Leaf400.3896	K08083
Ramli-Leaf400.2812	K03821
Ramli-Leaf400.509	K02030
Ramli-Leaf400.2648	K02030
Ramli-Leaf400.2253	K02651
Ramli-Leaf400.4386	K08296
Ramli-Leaf400.1867	K01759
Ramli-Leaf400.4183	K01759
Ramli-Leaf400.3110	K01999
Ramli-Leaf400.81	K01995
Ramli-Leaf400.4293	K01995
Ramli-Leaf400.4052
Ramli-Leaf400.2951
Ramli-Leaf400.2358
Ramli-Leaf400.1259	K03781
Ramli-Leaf400.1758	K03781
Ramli-Leaf400.626	K01690
Ramli-Leaf400.1675	K03521
Ramli-Leaf400.4242	K00166
Ramli-Leaf400.4241	K00167
Ramli-Leaf400.1508	K00145
Ramli-Leaf400.310	K01428
Ramli-Leaf400.3792
Ramli-Leaf400.2026
Ramli-Leaf400.367
Ramli-Leaf400.3384
Ramli-Leaf400.1316	K00324
Ramli-Leaf400.768	K03286
Ramli-Leaf400.1626	K02919
Ramli-Leaf400.3130	K02970
Ramli-Leaf400.3880	K02911
Ramli-Leaf400.1450	K02914
Ramli-Leaf400.2918	K03530
Ramli-Leaf400.1614	K02874
Ramli-Leaf400.1101	K02946
Ramli-Leaf400.3565	K02913
Ramli-Leaf400.3566	K02902
Ramli-Leaf400.2887	K02963
Ramli-Leaf400.3875	K02078
Ramli-Leaf400.1106	K02965
Ramli-Leaf400.2897	K03387
Ramli-Leaf400.2458
Ramli-Leaf400.297
Ramli-Leaf400.4101
Ramli-Leaf400.2997	K00928
Ramli-Leaf400.2466	K06867
Ramli-Leaf400.1300	K03561
Ramli-Leaf400.2407	K00674
Ramli-Leaf400.2919	K07246
Ramli-Leaf400.2972
Ramli-Leaf400.4076	K19338
Ramli-Leaf400.2955	K01338
Ramli-Leaf400.3339
Ramli-Leaf400.2804
Ramli-Leaf400.4088	K01997
Ramli-Leaf400.2967	K01998
Ramli-Leaf400.1723
Ramli-Leaf400.613
Ramli-Leaf400.1420	K07002
Ramli-Leaf400.3943	K01997
Ramli-Leaf400.1159	K01142
Ramli-Leaf400.1690	K02238
Ramli-Leaf400.3415	K01129
Ramli-Leaf400.2877	K01733
Ramli-Leaf400.2874	K03636
Ramli-Leaf400.1685	K08305
Ramli-Leaf400.2396
Ramli-Leaf400.4073	K10218
Ramli-Leaf400.3	K02867
Ramli-Leaf400.261	K07263
Ramli-Leaf400.3944	K01998
Ramli-Leaf400.34	K02458
Ramli-Leaf400.2608	K09791
Ramli-Leaf400.3836	K01704
Ramli-Leaf400.149	K00602
Ramli-Leaf400.1043	K02013
Ramli-Leaf400.3081	K02004
Ramli-Leaf400.1123	K08483
Ramli-Leaf400.833	K07053
Ramli-Leaf400.4363	K00981
Ramli-Leaf400.627	K07232
Ramli-Leaf400.2609	K00979
Ramli-Leaf400.3442
Ramli-Leaf400.3810	K06940
Ramli-Leaf400.3996
Ramli-Leaf400.1499
Ramli-Leaf400.766	K22292
Ramli-Leaf400.3808	K00611
Ramli-Leaf400.4401	K03671
Ramli-Leaf400.836
Ramli-Leaf400.4267
Ramli-Leaf400.4055	K07516
Ramli-Leaf400.3137
Ramli-Leaf400.2404	K07320
Ramli-Leaf400.986	K01687
Ramli-Leaf400.1398
Ramli-Leaf400.838
Ramli-Leaf400.137	K02614
Ramli-Leaf400.3400
Ramli-Leaf400.4440	K03088
Ramli-Leaf400.1378
Ramli-Leaf400.1696
Ramli-Leaf400.1590	K01087
Ramli-Leaf400.1725
Ramli-Leaf400.3207	K00655
Ramli-Leaf400.2433	K01997
Ramli-Leaf400.1587	K16171
Ramli-Leaf400.2294	K00658
Ramli-Leaf400.1333	K08218
Ramli-Leaf400.1037
Ramli-Leaf400.2312
Ramli-Leaf400.2840	K01868
Ramli-Leaf400.3404	K01586
Ramli-Leaf400.9	K03744
Ramli-Leaf400.1576	K00104
Ramli-Leaf400.3201
Ramli-Leaf400.884	K00101
Ramli-Leaf400.1949	K00101
Ramli-Leaf400.2590	K07091
Ramli-Leaf400.301	K02428
Ramli-Leaf400.53
Ramli-Leaf400.3088	K01515
Ramli-Leaf400.408
Ramli-Leaf400.635
Ramli-Leaf400.2161
Ramli-Leaf400.2160
Ramli-Leaf400.3425	K02067
Ramli-Leaf400.3803
Ramli-Leaf400.2432	K01999
Ramli-Leaf400.1720	K01689
Ramli-Leaf400.3260	K08738
Ramli-Leaf400.3599	K05813
Ramli-Leaf400.2774	K04044
Ramli-Leaf400.239
Ramli-Leaf400.4379
Ramli-Leaf400.1531	K21345
Ramli-Leaf400.3420	K07491
Ramli-Leaf400.4393	K02036
Ramli-Leaf400.3414	K01735
Ramli-Leaf400.1488	K01262
Ramli-Leaf400.1843
Ramli-Leaf400.1844
Ramli-Leaf400.2452	K00567
Ramli-Leaf400.143	K07140
Ramli-Leaf400.2484
Ramli-Leaf400.381
Ramli-Leaf400.1216	K04084
Ramli-Leaf400.1048	K07788
Ramli-Leaf400.3930	K09862
Ramli-Leaf400.2391	K08301
Ramli-Leaf400.3311
Ramli-Leaf400.1711
Ramli-Leaf400.2999	K04075
Ramli-Leaf400.3446	K03118
Ramli-Leaf400.1724	K04083
Ramli-Leaf400.2316	K04088
Ramli-Leaf400.4205	K02612
Ramli-Leaf400.1164	K07088
Ramli-Leaf400.2399
Ramli-Leaf400.2499	K01584
Ramli-Leaf400.2962	K02291
Ramli-Leaf400.2744
Ramli-Leaf400.2532
Ramli-Leaf400.3063	K14161
Ramli-Leaf400.2470	K01297
Ramli-Leaf400.2473	K01951
Ramli-Leaf400.2939
Ramli-Leaf400.1465	K00641
Ramli-Leaf400.3432	K00790
Ramli-Leaf400.1206	K01599
Ramli-Leaf400.1122	K11189
Ramli-Leaf400.831	K07054
Ramli-Leaf400.2382	K00783
Ramli-Leaf400.2594	K14287
Ramli-Leaf400.366	K21053
Ramli-Leaf400.3334	K00297
Ramli-Leaf400.2118
Ramli-Leaf400.3564	K00507
Ramli-Leaf400.1279	K03673
Ramli-Leaf400.1629	K02986
Ramli-Leaf400.1510	K01902
Ramli-Leaf400.292
Ramli-Leaf400.2105
Ramli-Leaf400.43	K07397
Ramli-Leaf400.1039	K02016
Ramli-Leaf400.2936
Ramli-Leaf400.3034	K06911
Ramli-Leaf400.3642	K03797
Ramli-Leaf400.1147	K03570
Ramli-Leaf400.2885	K02314
Ramli-Leaf400.2616	K09983
Ramli-Leaf400.4439
Ramli-Leaf400.2943
Ramli-Leaf400.2127	K02860
Ramli-Leaf400.3608
Ramli-Leaf400.1278	K09774
Ramli-Leaf400.4413
Ramli-Leaf400.4107	K12508
Ramli-Leaf400.1127	K03801
Ramli-Leaf400.2810	K00023
Ramli-Leaf400.3212	K01673
Ramli-Leaf400.1235
Ramli-Leaf400.3654	K05896
Ramli-Leaf400.2715	K15546
Ramli-Leaf400.3089
Ramli-Leaf400.3313
Ramli-Leaf400.3438	K01814
Ramli-Leaf400.2491	K09748
Ramli-Leaf400.4066
Ramli-Leaf400.2830
Ramli-Leaf400.1605	K00286
Ramli-Leaf400.2326	K02003
Ramli-Leaf400.4312
Ramli-Leaf400.1683
Ramli-Leaf400.4004	K07137
Ramli-Leaf400.3952
Ramli-Leaf400.730	K00605
Ramli-Leaf400.4315	K05366
Ramli-Leaf400.1124	K05366
Ramli-Leaf400.3333	K06442
Ramli-Leaf400.1619	K02933
Ramli-Leaf400.2460	K06980
Ramli-Leaf400.3990	K03925
Ramli-Leaf400.3343
Ramli-Leaf400.3449	K00097
Ramli-Leaf400.256	K03089
Ramli-Leaf400.4376	K01955
Ramli-Leaf400.3610
Ramli-Leaf400.3992	K03667
Ramli-Leaf400.763
Ramli-Leaf400.3411	K02665
Ramli-Leaf400.3416
Ramli-Leaf400.1158	K00762
Ramli-Leaf400.1500	K00799
Ramli-Leaf400.374
Ramli-Leaf400.2033
Ramli-Leaf400.3424	K02066
Ramli-Leaf400.2422	K03769
Ramli-Leaf400.2842	K01637
Ramli-Leaf400.3526
Ramli-Leaf400.3002	K01883
Ramli-Leaf400.1332
Ramli-Leaf400.1733	K18979
Ramli-Leaf400.3528
Ramli-Leaf400.3367	K08309
Ramli-Leaf400.2959
Ramli-Leaf400.114	K02067
Ramli-Leaf400.4030	K03774
Ramli-Leaf400.4362	K00806
Ramli-Leaf400.3663	K03593
Ramli-Leaf400.2397	K03641
Ramli-Leaf400.2930	K06966
Ramli-Leaf400.3918	K08311
Ramli-Leaf400.4359	K02357
Ramli-Leaf400.3444	K03116
Ramli-Leaf400.1466
Ramli-Leaf400.3620
Ramli-Leaf400.1457	K06041
Ramli-Leaf400.4006	K03799
Ramli-Leaf400.2614	K01356
Ramli-Leaf400.3092	K00341
Ramli-Leaf400.3965	K03832
Ramli-Leaf400.2846
Ramli-Leaf400.79	K01998
Ramli-Leaf400.4020	K10002
Ramli-Leaf400.4102	K09786
Ramli-Leaf400.82	K01897
Ramli-Leaf400.638	K07213
Ramli-Leaf400.2327	K03218
Ramli-Leaf400.2610	K00939
Ramli-Leaf400.3984	K01000
Ramli-Leaf400.2546	K06131
Ramli-Leaf400.4309	K06131
Ramli-Leaf400.270	K02031
Ramli-Leaf400.4065	K01895
Ramli-Leaf400.3377	K04042
Ramli-Leaf400.1972	K15777
Ramli-Leaf400.1528	K00799
Ramli-Leaf400.3365	K00799
Ramli-Leaf400.1276	K03092
Ramli-Leaf400.3966	K00014
Ramli-Leaf400.3452	K00412
Ramli-Leaf400.3900	K00101
Ramli-Leaf400.668
Ramli-Leaf400.2320	K01939
Ramli-Leaf400.3082
Ramli-Leaf400.3160	K01886
Ramli-Leaf400.2354
Ramli-Leaf400.697	K01885
Ramli-Leaf400.3650	K00767
Ramli-Leaf400.3571	K07478
Ramli-Leaf400.1449	K02313
Ramli-Leaf400.1096
Ramli-Leaf400.4207	K02610
Ramli-Leaf400.176
Ramli-Leaf400.3346
Ramli-Leaf400.1353
Ramli-Leaf400.2916	K00344
Ramli-Leaf400.791	K09386
Ramli-Leaf400.3906	K06879
Ramli-Leaf400.119	K00525
Ramli-Leaf400.1697
Ramli-Leaf400.4367	K06142
Ramli-Leaf400.1516
Ramli-Leaf400.4416	K08307
Ramli-Leaf400.142
Ramli-Leaf400.299	K20074
Ramli-Leaf400.4009	K01465
Ramli-Leaf400.1447	K02470
Ramli-Leaf400.726	K00311
Ramli-Leaf400.2449	K09456
Ramli-Leaf400.3510	K03070
Ramli-Leaf400.3084	K06147
Ramli-Leaf400.3146
Ramli-Leaf400.120	K03806
Ramli-Leaf400.3350	K03550
Ramli-Leaf400.3831	K00239
Ramli-Leaf400.4355
Ramli-Leaf400.1218
Ramli-Leaf400.3136	K03831
Ramli-Leaf400.1108	K02982
Ramli-Leaf400.2866	K19745
Ramli-Leaf400.3982	K03588
Ramli-Leaf400.3066	K03652
Ramli-Leaf400.1110	K02904
Ramli-Leaf400.2778	K04487
Ramli-Leaf400.2971	K01999
Ramli-Leaf400.1537
Ramli-Leaf400.1146	K03571
Ramli-Leaf400.3817	K01681
Ramli-Leaf400.3841	K01817
Ramli-Leaf400.42
Ramli-Leaf400.45
Ramli-Leaf400.3883	K07056
Ramli-Leaf400.3987	K03587
Ramli-Leaf400.1689
Ramli-Leaf400.2834	K04764
Ramli-Leaf400.2107	K01895
Ramli-Leaf400.1382	K01596
Ramli-Leaf400.767	K00568
Ramli-Leaf400.1695
Ramli-Leaf400.2827
Ramli-Leaf400.761
Ramli-Leaf400.3573	K01998
Ramli-Leaf400.35	K02457
Ramli-Leaf400.1185	K01476
Ramli-Leaf400.2889	K02990
Ramli-Leaf400.3261	K17225
Ramli-Leaf400.3310	K01640
Ramli-Leaf400.10	K03500
Ramli-Leaf400.1524	K06938
Ramli-Leaf400.3430	K01992
Ramli-Leaf400.1647
Ramli-Leaf400.3651	K03517
Ramli-Leaf400.84	K06182
Ramli-Leaf400.4368	K02536
Ramli-Leaf400.1554	K01462
Ramli-Leaf400.1657	K01698
Ramli-Leaf400.3308	K01968
Ramli-Leaf400.663	K02527
Ramli-Leaf400.424	K13574
Ramli-Leaf400.3636
Ramli-Leaf400.1527	K01756
Ramli-Leaf400.2777	K04488
Ramli-Leaf400.2720	K01997
Ramli-Leaf400.3393	K00789
Ramli-Leaf400.71	K00574
Ramli-Leaf400.1126	K03644
Ramli-Leaf400.793
Ramli-Leaf400.2303	K06024
Ramli-Leaf400.30	K02462
Ramli-Leaf400.2450
Ramli-Leaf400.1319
Ramli-Leaf400.1256	K01657
Ramli-Leaf400.3356	K14058
Ramli-Leaf400.686	K03606
Ramli-Leaf400.363	K02058
Ramli-Leaf400.3928	K00859
Ramli-Leaf400.1163	K03656
Ramli-Leaf400.2965	K01772
Ramli-Leaf400.2604	K03601
Ramli-Leaf400.1505	K03565
Ramli-Leaf400.2597	K03694
Ramli-Leaf400.1120
Ramli-Leaf400.4255	K01358
Ramli-Leaf400.2602	K09005
Ramli-Leaf400.732	K00281
Ramli-Leaf400.971	K09954
Ramli-Leaf400.321	K11962
Ramli-Leaf400.3921	K03979
Ramli-Leaf400.4142	K11927
Ramli-Leaf400.2598	K06891
Ramli-Leaf400.2014
Ramli-Leaf400.1031
Ramli-Leaf400.3603
Ramli-Leaf400.3062	K14162
Ramli-Leaf400.1539	K11711
Ramli-Leaf400.4031	K03630
Ramli-Leaf400.32	K02460
Ramli-Leaf400.2412	K03529
Ramli-Leaf400.12
Ramli-Leaf400.3399	K07399
Ramli-Leaf400.2261	K00384
Ramli-Leaf400.4426	K00059
Ramli-Leaf400.2103
Ramli-Leaf400.3887	K06179
Ramli-Leaf400.2927	K02356
Ramli-Leaf400.102
Ramli-Leaf400.3558
Ramli-Leaf400.4313
Ramli-Leaf400.1230
Ramli-Leaf400.3807	K00821
Ramli-Leaf400.3529	K03424
Ramli-Leaf400.2911	K07501
Ramli-Leaf400.110	K01241
Ramli-Leaf400.2880
Ramli-Leaf400.333
Ramli-Leaf400.3950	K02160
Ramli-Leaf400.3109
Ramli-Leaf400.2472	K07734
Ramli-Leaf400.243	K02274
Ramli-Leaf400.999
Ramli-Leaf400.2349	K01142
Ramli-Leaf400.2469
Ramli-Leaf400.3306	K13766
Ramli-Leaf400.3309	K12972
Ramli-Leaf400.1379	K01754
Ramli-Leaf400.2359	K02048
Ramli-Leaf400.705
Ramli-Leaf400.3805	K02968
Ramli-Leaf400.4002
Ramli-Leaf400.1553
Ramli-Leaf400.244
Ramli-Leaf400.2478	K09801
Ramli-Leaf400.4118	K01469
Ramli-Leaf400.4385	K00937
Ramli-Leaf400.3884	K04773
Ramli-Leaf400.360	K02056
Ramli-Leaf400.2132	K03306
Ramli-Leaf400.3514	K03525
Ramli-Leaf400.3363	K00845
Ramli-Leaf400.3096	K00337
Ramli-Leaf400.4425	K03639
Ramli-Leaf400.4390	K02040
Ramli-Leaf400.145	K06942
Ramli-Leaf400.3967	K03814
Ramli-Leaf400.1735	K01448
Ramli-Leaf400.1618	K02994
Ramli-Leaf400.4365	K11749
Ramli-Leaf400.51	K02034
Ramli-Leaf400.2643	K13795
Ramli-Leaf400.4001	K01778
Ramli-Leaf400.1460
Ramli-Leaf400.5	K02864
Ramli-Leaf400.1387
Ramli-Leaf400.3766	K01104
Ramli-Leaf400.1223	K15738
Ramli-Leaf400.3535	K00059
Ramli-Leaf400.2909	K03215
Ramli-Leaf400.1305	K02806
Ramli-Leaf400.36	K02456
Ramli-Leaf400.1526
Ramli-Leaf400.1225
Ramli-Leaf400.3670	K00124
Ramli-Leaf400.3064	K14160
Ramli-Leaf400.300	K00989
Ramli-Leaf400.1498	K03524
Ramli-Leaf400.4371	K00748
Ramli-Leaf400.115
Ramli-Leaf400.3956	K03568
Ramli-Leaf400.3406	K06202
Ramli-Leaf400.1105	K02886
Ramli-Leaf400.3202	K06189
Ramli-Leaf400.1520	K03637
Ramli-Leaf400.2119	K13288
Ramli-Leaf400.2958	K03545
Ramli-Leaf400.2457	K01066
Ramli-Leaf400.2334	K03798
Ramli-Leaf400.1017	K01897
Ramli-Leaf400.3825
Ramli-Leaf400.3347	K07560
Ramli-Leaf400.320	K11961
Ramli-Leaf400.3105	K01803
Ramli-Leaf400.166
Ramli-Leaf400.3340
Ramli-Leaf400.3532
Ramli-Leaf400.832	K01304
Ramli-Leaf400.3895
Ramli-Leaf400.2264	K00957
Ramli-Leaf400.3589
Ramli-Leaf400.2319	K02502
Ramli-Leaf400.3134	K03592
Ramli-Leaf400.3087
Ramli-Leaf400.2495	K13894
Ramli-Leaf400.633	K00275
Ramli-Leaf400.3012	K07738
Ramli-Leaf400.272	K02033
Ramli-Leaf400.3644
Ramli-Leaf400.1504	K03553
Ramli-Leaf400.1197	K02669
Ramli-Leaf400.3408	K02662
Ramli-Leaf400.2649
Ramli-Leaf400.2130
Ramli-Leaf400.2487	K03177
Ramli-Leaf400.1376	K00548
Ramli-Leaf400.3448
Ramli-Leaf400.3074	K00791
Ramli-Leaf400.824
Ramli-Leaf400.2001
Ramli-Leaf400.1623	K02876
Ramli-Leaf400.654
Ramli-Leaf400.2126	K00554
Ramli-Leaf400.422	K05501
Ramli-Leaf400.1381
Ramli-Leaf400.3827	K00024
Ramli-Leaf400.2376
Ramli-Leaf400.2486	K06207
Ramli-Leaf400.96
Ramli-Leaf400.2912	K03087
Ramli-Leaf400.1143
Ramli-Leaf400.3920	K00931
Ramli-Leaf400.3524	K09810
Ramli-Leaf400.4092	K03863
Ramli-Leaf400.1866	K03863
Ramli-Leaf400.3100	K00333
Ramli-Leaf400.4410	K02343
Ramli-Leaf400.1224
Ramli-Leaf400.3915	K01338
Ramli-Leaf400.3396
Ramli-Leaf400.4392	K02038
Ramli-Leaf400.3389
Ramli-Leaf400.2400	K22132
Ramli-Leaf400.3872	K03088
Ramli-Leaf400.3257	K17222
Ramli-Leaf400.2245	K00684
Ramli-Leaf400.1295	K02340
Ramli-Leaf400.1665	K02355
Ramli-Leaf400.1631	K02879
Ramli-Leaf400.829	K01525
Ramli-Leaf400.2122	K06949
Ramli-Leaf400.13
Ramli-Leaf400.2436	K01996
Ramli-Leaf400.1129	K00824
Ramli-Leaf400.4357	K02433
Ramli-Leaf400.2416	K01462
Ramli-Leaf400.3091	K00342
Ramli-Leaf400.698	K10764
Ramli-Leaf400.4106	K20036
Ramli-Leaf400.1320
Ramli-Leaf400.2324	K06917
Ramli-Leaf400.3428	K07122
Ramli-Leaf400.1679
Ramli-Leaf400.3027	K03562
Ramli-Leaf400.2038	K09709
Ramli-Leaf400.3797
Ramli-Leaf400.2047	K06182
Ramli-Leaf400.3866
Ramli-Leaf400.1622	K02907
Ramli-Leaf400.1335
Ramli-Leaf400.50	K02035
Ramli-Leaf400.491	K03719
Ramli-Leaf400.2315	K03665
Ramli-Leaf400.3434	K00013
Ramli-Leaf400.2378	K01945
Ramli-Leaf400.1638
Ramli-Leaf400.3455	K03600
Ramli-Leaf400.1016	K01996
Ramli-Leaf400.3613
Ramli-Leaf400.1953	K09858
Ramli-Leaf400.4427	K00128
Ramli-Leaf400.1145	K05515
Ramli-Leaf400.67	K01081
Ramli-Leaf400.1358	K01775
Ramli-Leaf400.1628	K02948
Ramli-Leaf400.1004
Ramli-Leaf400.2405	K01439
Ramli-Leaf400.3077
Ramli-Leaf400.3078
Ramli-Leaf400.1359
Ramli-Leaf400.1624	K03076
Ramli-Leaf400.3041	K03439
Ramli-Leaf400.4005
Ramli-Leaf400.3829	K00241
Ramli-Leaf400.4350	K00951
Ramli-Leaf400.3617	K01495
Ramli-Leaf400.1448	K02338
Ramli-Leaf400.3153
Ramli-Leaf400.1672	K00459
Ramli-Leaf400.742	K01740
Ramli-Leaf400.2613	K01424
Ramli-Leaf400.2408	K14267
Ramli-Leaf400.3648
Ramli-Leaf400.3139	K01092
Ramli-Leaf400.3026	K07107
Ramli-Leaf400.39	K02233
Ramli-Leaf400.3869	K04771
Ramli-Leaf400.2882	K07175
Ramli-Leaf400.3131	K09117
Ramli-Leaf400.1744	K01432
Ramli-Leaf400.749
Ramli-Leaf400.2922
Ramli-Leaf400.1472
Ramli-Leaf400.3534
Ramli-Leaf400.1373	K00548
Ramli-Leaf400.1267	K00946
Ramli-Leaf400.3842	K01696
Ramli-Leaf400.3312	K06938
Ramli-Leaf400.2886	K02939
Ramli-Leaf400.2621	K10914
Ramli-Leaf400.2418	K01265
Ramli-Leaf400.3025
Ramli-Leaf400.1390	K00285
Ramli-Leaf400.4418
Ramli-Leaf400.1556	K00604
Ramli-Leaf400.667	K00567
Ramli-Leaf400.2587
Ramli-Leaf400.3870	K03598
Ramli-Leaf400.3116	K15578
Ramli-Leaf400.3643	K01834
Ramli-Leaf400.563
Ramli-Leaf400.1343
Ramli-Leaf400.1036	K09888
Ramli-Leaf400.2878	K00003
Ramli-Leaf400.2456	K00043
Ramli-Leaf400.1327
Ramli-Leaf400.1050
Ramli-Leaf400.4351
Ramli-Leaf400.778	K03274
Ramli-Leaf400.1549	K03074
Ramli-Leaf400.991	K18661
Ramli-Leaf400.94	K04079
Ramli-Leaf400.309	K03187
Ramli-Leaf400.4105	K07045
Ramli-Leaf400.3094	K00339
Ramli-Leaf400.3756
Ramli-Leaf400.2492	K15034
Ramli-Leaf400.2275	K00254
Ramli-Leaf400.1405	K01907
