unique_gene_callers_id	ko_id
Ramli-5-10.1028	K11529
Ramli-5-10.2064	K11529
Ramli-5-10.902
Ramli-5-10.3773
Ramli-5-10.2216	K00826
Ramli-5-10.2614	K00826
Ramli-5-10.4174
Ramli-5-10.378	K03522
Ramli-5-10.1605	K03522
Ramli-5-10.2926	K18335
Ramli-5-10.3349
Ramli-5-10.577
Ramli-5-10.39	K01996
Ramli-5-10.1162	K01996
Ramli-5-10.4308	K00249
Ramli-5-10.3664	K00249
Ramli-5-10.1818	K07090
Ramli-5-10.1817	K07090
Ramli-5-10.3748	K05772
Ramli-5-10.3751	K05772
Ramli-5-10.1800	K01061
Ramli-5-10.980	K01430
Ramli-5-10.3174	K01430
Ramli-5-10.1288	K00121
Ramli-5-10.4254
Ramli-5-10.2747	K00123
Ramli-5-10.3404	K00123
Ramli-5-10.3330
Ramli-5-10.3250
Ramli-5-10.1491
Ramli-5-10.3665
Ramli-5-10.213	K00681
Ramli-5-10.876	K01995
Ramli-5-10.3403	K22515
Ramli-5-10.2748	K22515
Ramli-5-10.3507	K03518
Ramli-5-10.1189	K03518
Ramli-5-10.1418
Ramli-5-10.2966
Ramli-5-10.1548	K02169
Ramli-5-10.700	K08300
Ramli-5-10.987	K03189
Ramli-5-10.3179	K03189
Ramli-5-10.4175
Ramli-5-10.81	K07044
Ramli-5-10.1636
Ramli-5-10.3749	K06857
Ramli-5-10.1916
Ramli-5-10.3671
Ramli-5-10.1801
Ramli-5-10.2491
Ramli-5-10.2640	K03559
Ramli-5-10.3092	K03559
Ramli-5-10.2246	K03559
Ramli-5-10.1640	K01996
Ramli-5-10.2928
Ramli-5-10.4381
Ramli-5-10.2206	K02510
Ramli-5-10.2008	K03928
Ramli-5-10.2869
Ramli-5-10.367
Ramli-5-10.1913
Ramli-5-10.507
Ramli-5-10.1889	K01433
Ramli-5-10.2624	K01433
Ramli-5-10.1036
Ramli-5-10.707	K08083
Ramli-5-10.4182	K03821
Ramli-5-10.1220	K03821
Ramli-5-10.2550	K02030
Ramli-5-10.3708	K02651
Ramli-5-10.4422	K08296
Ramli-5-10.123	K08296
Ramli-5-10.3498	K01759
Ramli-5-10.506	K01999
Ramli-5-10.1495	K07003
Ramli-5-10.3323	K07003
Ramli-5-10.3284	K07003
Ramli-5-10.4475	K07003
Ramli-5-10.1626	K07003
Ramli-5-10.1644	K01995
Ramli-5-10.2936
Ramli-5-10.2935
Ramli-5-10.4143
Ramli-5-10.3483	K01690
Ramli-5-10.3091	K03561
Ramli-5-10.2639	K03561
Ramli-5-10.2245	K03561
Ramli-5-10.379	K03521
Ramli-5-10.1606	K03521
Ramli-5-10.410	K00166
Ramli-5-10.2634	K00166
Ramli-5-10.411	K00167
Ramli-5-10.2633	K00167
Ramli-5-10.1974	K00145
Ramli-5-10.984	K01428
Ramli-5-10.3176	K01428
Ramli-5-10.595
Ramli-5-10.2861
Ramli-5-10.2061	K00324
Ramli-5-10.2251	K00324
Ramli-5-10.3768	K03286
Ramli-5-10.1837	K02919
Ramli-5-10.526	K02970
Ramli-5-10.692	K02911
Ramli-5-10.2101	K02914
Ramli-5-10.4043	K03530
Ramli-5-10.1849	K02874
Ramli-5-10.1785	K02946
Ramli-5-10.886	K02913
Ramli-5-10.885	K02902
Ramli-5-10.4078	K02963
Ramli-5-10.687	K02078
Ramli-5-10.1779	K02965
Ramli-5-10.4068	K03387
Ramli-5-10.4488
Ramli-5-10.1074
Ramli-5-10.356
Ramli-5-10.336	K00928
Ramli-5-10.4480	K06867
Ramli-5-10.2270	K03561
Ramli-5-10.4536	K00674
Ramli-5-10.4042	K07246
Ramli-5-10.313
Ramli-5-10.3942	K19338
Ramli-5-10.294	K01338
Ramli-5-10.2528
Ramli-5-10.4191
Ramli-5-10.3490	K01997
Ramli-5-10.3936	K01997
Ramli-5-10.307	K01998
Ramli-5-10.446
Ramli-5-10.3153
Ramli-5-10.2153	K07002
Ramli-5-10.809	K01997
Ramli-5-10.1725	K01142
Ramli-5-10.395	K02238
Ramli-5-10.2809	K01129
Ramli-5-10.4134	K01733
Ramli-5-10.4137	K03636
Ramli-5-10.386	K08305
Ramli-5-10.4564
Ramli-5-10.3945	K10218
Ramli-5-10.2326	K02867
Ramli-5-10.1526	K07263
Ramli-5-10.810	K01998
Ramli-5-10.2349	K02458
Ramli-5-10.7	K09791
Ramli-5-10.645	K01704
Ramli-5-10.1584	K00602
Ramli-5-10.228	K02013
Ramli-5-10.473	K02004
Ramli-5-10.1761	K08483
Ramli-5-10.3054	K07053
Ramli-5-10.147	K00981
Ramli-5-10.3482	K07232
Ramli-5-10.8	K00979
Ramli-5-10.2836
Ramli-5-10.612	K06940
Ramli-5-10.3445
Ramli-5-10.1982
Ramli-5-10.3770	K22292
Ramli-5-10.611	K00611
Ramli-5-10.108	K03671
Ramli-5-10.3051
Ramli-5-10.3197
Ramli-5-10.2932	K07516
Ramli-5-10.3503
Ramli-5-10.4539	K07320
Ramli-5-10.260	K01687
Ramli-5-10.2166
Ramli-5-10.3049
Ramli-5-10.1601	K02614
Ramli-5-10.2774
Ramli-5-10.68	K03088
Ramli-5-10.2181
Ramli-5-10.407
Ramli-5-10.1869	K01087
Ramli-5-10.449
Ramli-5-10.2444	K00655
Ramli-5-10.4510	K01997
Ramli-5-10.1875	K16171
Ramli-5-10.4257	K00658
Ramli-5-10.2223	K08218
Ramli-5-10.234
Ramli-5-10.4276
Ramli-5-10.4162	K01868
Ramli-5-10.2797	K01586
Ramli-5-10.2332	K03744
Ramli-5-10.1896	K00104
Ramli-5-10.2438
Ramli-5-10.4358	K07091
Ramli-5-10.1070	K02428
Ramli-5-10.2362
Ramli-5-10.482	K01515
Ramli-5-10.869
Ramli-5-10.2819	K02067
Ramli-5-10.605
Ramli-5-10.4511	K01999
Ramli-5-10.444	K01689
Ramli-5-10.768	K08738
Ramli-5-10.850	K05813
Ramli-5-10.4228	K04044
Ramli-5-10.1549
Ramli-5-10.132
Ramli-5-10.1937	K21345
Ramli-5-10.2814	K07491
Ramli-5-10.116	K02036
Ramli-5-10.2808	K01735
Ramli-5-10.2019	K01262
Ramli-5-10.1263
Ramli-5-10.4496	K00567
Ramli-5-10.1592	K07140
Ramli-5-10.4399
Ramli-5-10.2875
Ramli-5-10.2409	K04084
Ramli-5-10.220	K07788
Ramli-5-10.741	K09862
Ramli-5-10.4568	K08301
Ramli-5-10.2486
Ramli-5-10.433
Ramli-5-10.337	K04075
Ramli-5-10.2840	K03118
Ramli-5-10.448	K04083
Ramli-5-10.4280	K04088
Ramli-5-10.3082	K02612
Ramli-5-10.1722	K07088
Ramli-5-10.4560
Ramli-5-10.4383	K01584
Ramli-5-10.302	K02291
Ramli-5-10.4094
Ramli-5-10.3849	K14161
Ramli-5-10.4412	K01297
Ramli-5-10.4408	K01951
Ramli-5-10.4025
Ramli-5-10.2084	K00641
Ramli-5-10.2826	K00790
Ramli-5-10.2402	K01599
Ramli-5-10.1762	K11189
Ramli-5-10.3056	K07054
Ramli-5-10.4570	K00783
Ramli-5-10.4354	K14287
Ramli-5-10.946	K21053
Ramli-5-10.2518	K00297
Ramli-5-10.3563
Ramli-5-10.898	K00507
Ramli-5-10.2295	K03673
Ramli-5-10.1834	K02986
Ramli-5-10.1972	K01902
Ramli-5-10.1081
Ramli-5-10.3130
Ramli-5-10.2354	K07397
Ramli-5-10.232	K02016
Ramli-5-10.4028
Ramli-5-10.3906	K06911
Ramli-5-10.3377	K03797
Ramli-5-10.1735	K03570
Ramli-5-10.4080	K02314
Ramli-5-10.15	K09983
Ramli-5-10.69
Ramli-5-10.4022
Ramli-5-10.3554	K02860
Ramli-5-10.840
Ramli-5-10.2296	K09774
Ramli-5-10.99
Ramli-5-10.361	K12508
Ramli-5-10.1758	K03801
Ramli-5-10.4184	K00023
Ramli-5-10.2450	K01673
Ramli-5-10.2415
Ramli-5-10.3392	K05896
Ramli-5-10.31	K15546
Ramli-5-10.483
Ramli-5-10.2488
Ramli-5-10.2832	K01814
Ramli-5-10.4392	K09748
Ramli-5-10.264
Ramli-5-10.4173
Ramli-5-10.1851	K00286
Ramli-5-10.4291	K02003
Ramli-5-10.192
Ramli-5-10.384
Ramli-5-10.3437	K07137
Ramli-5-10.818
Ramli-5-10.3835	K00605
Ramli-5-10.2517	K06442
Ramli-5-10.1844	K02933
Ramli-5-10.4486	K06980
Ramli-5-10.3450	K03925
Ramli-5-10.2532
Ramli-5-10.2844	K00097
Ramli-5-10.1531	K03089
Ramli-5-10.135	K01955
Ramli-5-10.838
Ramli-5-10.3449	K03667
Ramli-5-10.3790
Ramli-5-10.2804	K02665
Ramli-5-10.2810
Ramli-5-10.1726	K00762
Ramli-5-10.1981	K00799
Ramli-5-10.2867
Ramli-5-10.2085
Ramli-5-10.2818	K02066
Ramli-5-10.4518	K03769
Ramli-5-10.4160	K01637
Ramli-5-10.928
Ramli-5-10.341	K01883
Ramli-5-10.2224
Ramli-5-10.456	K18979
Ramli-5-10.926
Ramli-5-10.2575	K08309
Ramli-5-10.298
Ramli-5-10.1704	K02067
Ramli-5-10.3420	K03774
Ramli-5-10.148	K00806
Ramli-5-10.3400	K03593
Ramli-5-10.4562	K03641
Ramli-5-10.4033	K06966
Ramli-5-10.725	K08311
Ramli-5-10.151	K02357
Ramli-5-10.2838	K03116
Ramli-5-10.2083
Ramli-5-10.758
Ramli-5-10.2091	K06041
Ramli-5-10.3436	K03799
Ramli-5-10.13	K01356
Ramli-5-10.486	K00341
Ramli-5-10.830	K03832
Ramli-5-10.4157
Ramli-5-10.1642	K01998
Ramli-5-10.3431	K10002
Ramli-5-10.357	K09786
Ramli-5-10.1645	K01897
Ramli-5-10.3068	K07213
Ramli-5-10.9	K00939
Ramli-5-10.3456	K01000
Ramli-5-10.3115	K02658
Ramli-5-10.3114	K02658
Ramli-5-10.1137	K06131
Ramli-5-10.1517	K02031
Ramli-5-10.263	K01895
Ramli-5-10.2583	K04042
Ramli-5-10.197	K15777
Ramli-5-10.1940	K00799
Ramli-5-10.2574	K00799
Ramli-5-10.2298	K03092
Ramli-5-10.831	K00014
Ramli-5-10.2847	K00412
Ramli-5-10.710	K00101
Ramli-5-10.3355
Ramli-5-10.4284	K01939
Ramli-5-10.474
Ramli-5-10.552	K01886
Ramli-5-10.4328
Ramli-5-10.3165	K01885
Ramli-5-10.3384	K00767
Ramli-5-10.879	K07478
Ramli-5-10.2102	K02313
Ramli-5-10.2868
Ramli-5-10.3080	K02610
Ramli-5-10.1325
Ramli-5-10.2534
Ramli-5-10.2205
Ramli-5-10.4045	K00344
Ramli-5-10.3512	K09386
Ramli-5-10.715	K06879
Ramli-5-10.1708	K00525
Ramli-5-10.408
Ramli-5-10.143	K06142
Ramli-5-10.1965
Ramli-5-10.95	K08307
Ramli-5-10.1593
Ramli-5-10.1072	K20074
Ramli-5-10.3433	K01465
Ramli-5-10.2104	K02470
Ramli-5-10.3836	K00311
Ramli-5-10.4498	K09456
Ramli-5-10.2858	K03070
Ramli-5-10.480	K06147
Ramli-5-10.541
Ramli-5-10.1709	K03806
Ramli-5-10.2539	K03550
Ramli-5-10.635	K00239
Ramli-5-10.155
Ramli-5-10.420
Ramli-5-10.531	K03831
Ramli-5-10.1777	K02982
Ramli-5-10.4144	K19745
Ramli-5-10.3458	K03588
Ramli-5-10.3847	K03652
Ramli-5-10.1775	K02904
Ramli-5-10.4224	K04487
Ramli-5-10.312	K01999
Ramli-5-10.1932
Ramli-5-10.1736	K03571
Ramli-5-10.617	K01681
Ramli-5-10.650	K01817
Ramli-5-10.2356
Ramli-5-10.3453	K03587
Ramli-5-10.394
Ramli-5-10.4168	K04764
Ramli-5-10.3128	K01895
Ramli-5-10.2177	K01596
Ramli-5-10.3769	K00568
Ramli-5-10.406
Ramli-5-10.4176
Ramli-5-10.3792
Ramli-5-10.877	K01998
Ramli-5-10.2350	K02457
Ramli-5-10.2381	K01476
Ramli-5-10.4076	K02990
Ramli-5-10.769	K17225
Ramli-5-10.2485	K01640
Ramli-5-10.2333	K03500
Ramli-5-10.1944	K06938
Ramli-5-10.2824	K01992
Ramli-5-10.1803
Ramli-5-10.3385	K03517
Ramli-5-10.1647	K06182
Ramli-5-10.142	K02536
Ramli-5-10.1917	K01462
Ramli-5-10.1795	K01698
Ramli-5-10.2483	K01968
Ramli-5-10.3468	K02527
Ramli-5-10.3372
Ramli-5-10.1941	K01756
Ramli-5-10.4225	K04488
Ramli-5-10.36	K01997
Ramli-5-10.2767	K00789
Ramli-5-10.1634	K00574
Ramli-5-10.1759	K03644
Ramli-5-10.3510
Ramli-5-10.4267	K06024
Ramli-5-10.2345	K02462
Ramli-5-10.4497
Ramli-5-10.2249
Ramli-5-10.2316	K01657
Ramli-5-10.2547	K14058
Ramli-5-10.3304	K03606
Ramli-5-10.966	K02058
Ramli-5-10.739	K00859
Ramli-5-10.1723	K03656
Ramli-5-10.304	K01772
Ramli-5-10.3	K03601
Ramli-5-10.1976	K03565
Ramli-5-10.4595	K03694
Ramli-5-10.1764
Ramli-5-10.2229	K01358
Ramli-5-10.1	K09005
Ramli-5-10.3833	K00281
Ramli-5-10.1343	K09954
Ramli-5-10.976	K11962
Ramli-5-10.728	K03979
Ramli-5-10.3521	K11927
Ramli-5-10.4596	K06891
Ramli-5-10.241
Ramli-5-10.845
Ramli-5-10.3850	K14162
Ramli-5-10.1930	K11711
Ramli-5-10.3419	K03630
Ramli-5-10.2347	K02460
Ramli-5-10.4530	K03529
Ramli-5-10.2335
Ramli-5-10.2773	K07399
Ramli-5-10.52	K00384
Ramli-5-10.83	K00059
Ramli-5-10.3131
Ramli-5-10.699	K06179
Ramli-5-10.4036	K02356
Ramli-5-10.1688
Ramli-5-10.906
Ramli-5-10.193
Ramli-5-10.2418
Ramli-5-10.610	K00821
Ramli-5-10.925	K03424
Ramli-5-10.4050	K07501
Ramli-5-10.1699	K01241
Ramli-5-10.4131
Ramli-5-10.1040
Ramli-5-10.816	K02160
Ramli-5-10.505
Ramli-5-10.4409	K07734
Ramli-5-10.1545	K02274
Ramli-5-10.3868
Ramli-5-10.4321	K01142
Ramli-5-10.4413
Ramli-5-10.2481	K13766
Ramli-5-10.2484	K12972
Ramli-5-10.2180	K01754
Ramli-5-10.4343	K02048
Ramli-5-10.2743
Ramli-5-10.607	K02968
Ramli-5-10.3439
Ramli-5-10.1918
Ramli-5-10.1544
Ramli-5-10.4405	K09801
Ramli-5-10.3756	K01469
Ramli-5-10.124	K00937
Ramli-5-10.696	K04773
Ramli-5-10.969	K02056
Ramli-5-10.3549	K03306
Ramli-5-10.2860	K03525
Ramli-5-10.2571	K00845
Ramli-5-10.490	K00337
Ramli-5-10.84	K03639
Ramli-5-10.119	K02040
Ramli-5-10.1590	K06942
Ramli-5-10.832	K03814
Ramli-5-10.458	K01448
Ramli-5-10.1845	K02994
Ramli-5-10.145	K11749
Ramli-5-10.2360	K02034
Ramli-5-10.1464	K13795
Ramli-5-10.3440	K01778
Ramli-5-10.2088
Ramli-5-10.2328	K02864
Ramli-5-10.2170
Ramli-5-10.3724	K01104
Ramli-5-10.2424	K15738
Ramli-5-10.915	K00059
Ramli-5-10.4051	K03215
Ramli-5-10.2265	K02806
Ramli-5-10.2351	K02456
Ramli-5-10.1942
Ramli-5-10.2422
Ramli-5-10.3411	K00124
Ramli-5-10.3848	K14160
Ramli-5-10.1071	K00989
Ramli-5-10.1983	K03524
Ramli-5-10.139	K00748
Ramli-5-10.1705
Ramli-5-10.824	K03568
Ramli-5-10.2799	K06202
Ramli-5-10.1780	K02886
Ramli-5-10.2439	K06189
Ramli-5-10.1950	K03637
Ramli-5-10.3562	K13288
Ramli-5-10.297	K03545
Ramli-5-10.4489	K01066
Ramli-5-10.4313	K03798
Ramli-5-10.2954	K01897
Ramli-5-10.1467	K01897
Ramli-5-10.626
Ramli-5-10.2535	K07560
Ramli-5-10.977	K11961
Ramli-5-10.499	K01803
Ramli-5-10.1570
Ramli-5-10.2529
Ramli-5-10.922
Ramli-5-10.3055	K01304
Ramli-5-10.706
Ramli-5-10.49	K00957
Ramli-5-10.860
Ramli-5-10.4283	K02502
Ramli-5-10.529	K03592
Ramli-5-10.481
Ramli-5-10.4389	K13894
Ramli-5-10.350	K07738
Ramli-5-10.1515	K02033
Ramli-5-10.3379
Ramli-5-10.1977	K03553
Ramli-5-10.2392	K02669
Ramli-5-10.2801	K02662
Ramli-5-10.1674
Ramli-5-10.3551
Ramli-5-10.4396	K03177
Ramli-5-10.2185	K00548
Ramli-5-10.2843
Ramli-5-10.463	K00791
Ramli-5-10.3959
Ramli-5-10.2065
Ramli-5-10.1840	K02876
Ramli-5-10.3474
Ramli-5-10.3555	K00554
Ramli-5-10.2907	K05501
Ramli-5-10.2178
Ramli-5-10.628	K00024
Ramli-5-10.4575
Ramli-5-10.4397	K06207
Ramli-5-10.1660
Ramli-5-10.4049	K03087
Ramli-5-10.1739
Ramli-5-10.727	K00931
Ramli-5-10.931	K09810
Ramli-5-10.3931	K03863
Ramli-5-10.494	K00333
Ramli-5-10.102	K02343
Ramli-5-10.2423
Ramli-5-10.722	K01338
Ramli-5-10.2770
Ramli-5-10.117	K02038
Ramli-5-10.2764
Ramli-5-10.4559	K22132
Ramli-5-10.684	K03088
Ramli-5-10.765	K17222
Ramli-5-10.58	K00684
Ramli-5-10.2276	K02340
Ramli-5-10.1787	K02355
Ramli-5-10.1832	K02879
Ramli-5-10.3070	K01525
Ramli-5-10.3559	K06949
Ramli-5-10.2336
Ramli-5-10.4507	K01996
Ramli-5-10.1756	K00824
Ramli-5-10.153	K02433
Ramli-5-10.4526	K01462
Ramli-5-10.485	K00342
Ramli-5-10.3164	K10764
Ramli-5-10.360	K20036
Ramli-5-10.2244
Ramli-5-10.4289	K06917
Ramli-5-10.2822	K07122
Ramli-5-10.380
Ramli-5-10.3915	K03562
Ramli-5-10.4337	K09709
Ramli-5-10.601
Ramli-5-10.1283	K06182
Ramli-5-10.678
Ramli-5-10.1841	K02907
Ramli-5-10.2220
Ramli-5-10.2359	K02035
Ramli-5-10.2388	K03719
Ramli-5-10.4279	K03665
Ramli-5-10.2828	K00013
Ramli-5-10.4574	K01945
Ramli-5-10.1819
Ramli-5-10.2850	K03600
Ramli-5-10.2955	K01996
Ramli-5-10.1468	K01996
Ramli-5-10.752
Ramli-5-10.2456	K09858
Ramli-5-10.82	K00128
Ramli-5-10.1737	K05515
Ramli-5-10.1630	K01081
Ramli-5-10.2201	K01775
Ramli-5-10.1835	K02948
Ramli-5-10.2722
Ramli-5-10.4538	K01439
Ramli-5-10.2200
Ramli-5-10.1839	K03076
Ramli-5-10.3899	K03439
Ramli-5-10.2005
Ramli-5-10.633	K00241
Ramli-5-10.169	K00951
Ramli-5-10.761	K01495
Ramli-5-10.2103	K02338
Ramli-5-10.545
Ramli-5-10.547
Ramli-5-10.376	K00459
Ramli-5-10.3825	K01740
Ramli-5-10.12	K01424
Ramli-5-10.4535	K14267
Ramli-5-10.3383
Ramli-5-10.534	K01092
Ramli-5-10.3916	K07107
Ramli-5-10.225	K02233
Ramli-5-10.681	K04771
Ramli-5-10.4129	K07175
Ramli-5-10.527	K09117
Ramli-5-10.3675	K01432
Ramli-5-10.3820
Ramli-5-10.4040
Ramli-5-10.2040
Ramli-5-10.919
Ramli-5-10.2187	K00548
Ramli-5-10.2307	K00946
Ramli-5-10.651	K01696
Ramli-5-10.2487	K06938
Ramli-5-10.4079	K02939
Ramli-5-10.20	K10914
Ramli-5-10.4523	K01265
Ramli-5-10.3917
Ramli-5-10.2168	K00285
Ramli-5-10.93
Ramli-5-10.1915	K00604
Ramli-5-10.3356	K00567
Ramli-5-10.4361
Ramli-5-10.682	K03598
Ramli-5-10.512	K15578
Ramli-5-10.3378	K01834
Ramli-5-10.1823
Ramli-5-10.2215
Ramli-5-10.235	K09888
Ramli-5-10.4133	K00003
Ramli-5-10.4490	K00043
Ramli-5-10.2235
Ramli-5-10.218
Ramli-5-10.159
Ramli-5-10.3758	K03274
Ramli-5-10.1922	K03074
Ramli-5-10.255	K18661
Ramli-5-10.1658	K04079
Ramli-5-10.985	K03187
Ramli-5-10.359	K07045
Ramli-5-10.488	K00339
Ramli-5-10.3731
Ramli-5-10.1213	K15034
Ramli-5-10.4238	K00254
Ramli-5-10.2165	K01907
Ramli-5-10.934	K07462
Ramli-5-10.2763	K01971
Ramli-5-10.496	K00331
Ramli-5-10.4346	K02045
Ramli-5-10.2453	K00626
Ramli-5-10.600	K00970
Ramli-5-10.2437	K03719
Ramli-5-10.1603	K01692
Ramli-5-10.3457	K01925
Ramli-5-10.3071	K03699
Ramli-5-10.428
Ramli-5-10.4352	K03578
Ramli-5-10.2098	K03217
Ramli-5-10.346	K09933
Ramli-5-10.16	K00058
Ramli-5-10.345	K03269
Ramli-5-10.1538
Ramli-5-10.2302	K03743
Ramli-5-10.2805	K02666
Ramli-5-10.688	K00059
Ramli-5-10.1547
Ramli-5-10.1465
Ramli-5-10.730	K02888
Ramli-5-10.2204	K00077
Ramli-5-10.1053
Ramli-5-10.2324	K03073
Ramli-5-10.2807	K00891
Ramli-5-10.1574	K02825
Ramli-5-10.708	K08082
Ramli-5-10.1855	K03655
Ramli-5-10.2766
Ramli-5-10.2800	K05366
Ramli-5-10.1676
Ramli-5-10.1535	K07152
Ramli-5-10.4167	K01890
Ramli-5-10.3517	K00883
Ramli-5-10.174	K07638
Ramli-5-10.3759	K21344
Ramli-5-10.933
Ramli-5-10.975	K11963
Ramli-5-10.4391	K13896
Ramli-5-10.3442	K03733
Ramli-5-10.79	K15987
Ramli-5-10.2334
Ramli-5-10.3541
Ramli-5-10.1773
Ramli-5-10.3798	K07712
Ramli-5-10.214
Ramli-5-10.1970	K12132
Ramli-5-10.372	K03687
Ramli-5-10.2947
Ramli-5-10.641	K02018
Ramli-5-10.136	K01956
Ramli-5-10.4037
Ramli-5-10.2269	K00215
Ramli-5-10.2555	K22130
Ramli-5-10.2145
Ramli-5-10.1904	K07566
Ramli-5-10.4047	K00573
Ramli-5-10.3733	K00795
Ramli-5-10.3413	K00127
Ramli-5-10.4229	K04755
Ramli-5-10.1586	K05540
Ramli-5-10.760
Ramli-5-10.4263	K03722
Ramli-5-10.3920	K14652
Ramli-5-10.172
Ramli-5-10.48	K00390
Ramli-5-10.1793
Ramli-5-10.1202
Ramli-5-10.2872
Ramli-5-10.109	K03628
Ramli-5-10.3746
Ramli-5-10.3124	K01256
Ramli-5-10.4158
Ramli-5-10.2831	K02501
Ramli-5-10.544
Ramli-5-10.3728	K01011
Ramli-5-10.2210	K00151
Ramli-5-10.4364
Ramli-5-10.1643	K01997
Ramli-5-10.1527	K03110
Ramli-5-10.965	K06175
Ramli-5-10.489	K00338
Ramli-5-10.3789	K06183
Ramli-5-10.2263
Ramli-5-10.4404
Ramli-5-10.2827	K00765
Ramli-5-10.979	K11959
Ramli-5-10.3345
Ramli-5-10.827	K05837
Ramli-5-10.1876
Ramli-5-10.2570
Ramli-5-10.3506
Ramli-5-10.332
