contig contig_geneID GC Genome
Ga0182890_102 Ga0182890_10230 0.378 121960.assembled.gff
Ga0182890_102 Ga0182890_10231 0.407 121960.assembled.gff
Ga0182890_102 Ga0182890_10232 0.379 121960.assembled.gff
Ga0182890_102 Ga0182890_10233 0.374 121960.assembled.gff
Ga0182890_102 Ga0182890_10234 0.361 121960.assembled.gff
Ga0182890_102 Ga0182890_10235 0.319 121960.assembled.gff
Ga0182890_102 Ga0182890_10236 0.324 121960.assembled.gff
Ga0182890_102 Ga0182890_10237 0.382 121960.assembled.gff
Ga0182890_102 Ga0182890_10238 0.375 121960.assembled.gff
Ga0182890_102 Ga0182890_10239 0.375 121960.assembled.gff
Ga0182890_102 Ga0182890_10240 0.351 121960.assembled.gff
Ga0182890_102 Ga0182890_10241 0.333 121960.assembled.gff
Ga0182890_102 Ga0182890_10242 0.352 121960.assembled.gff
Ga0182890_102 Ga0182890_10243 0.371 121960.assembled.gff
Ga0182890_102 Ga0182890_10244 0.378 121960.assembled.gff
Ga0182890_102 Ga0182890_10245 0.394 121960.assembled.gff
Ga0182890_102 Ga0182890_10246 0.378 121960.assembled.gff
Ga0182890_102 Ga0182890_10247 0.389 121960.assembled.gff
Ga0182890_102 Ga0182890_10248 0.344 121960.assembled.gff
Ga0182890_102 Ga0182890_10249 0.36 121960.assembled.gff
Ga0182890_102 Ga0182890_10250 0.377 121960.assembled.gff
Ga0182890_102 Ga0182890_10251 0.367 121960.assembled.gff
Ga0182890_102 Ga0182890_10252 0.344 121960.assembled.gff
Ga0182890_102 Ga0182890_10253 0.357 121960.assembled.gff
Ga0182890_102 Ga0182890_10254 0.319 121960.assembled.gff
Ga0182890_102 Ga0182890_10255 0.331 121960.assembled.gff
Ga0182890_102 Ga0182890_10256 0.317 121960.assembled.gff
Ga0182890_102 Ga0182890_10257 0.305 121960.assembled.gff
Ga0182890_102 Ga0182890_10258 0.349 121960.assembled.gff
Ga0182890_102 Ga0182890_10259 0.319 121960.assembled.gff
Ga0182890_102 Ga0182890_10260 0.321 121960.assembled.gff
Ga0182890_102 Ga0182890_10261 0.279 121960.assembled.gff
Ga0182890_102 Ga0182890_10262 0.255 121960.assembled.gff
Ga0182890_102 Ga0182890_10263 0.306 121960.assembled.gff
Ga0182890_102 Ga0182890_10264 0.295 121960.assembled.gff
Ga0182890_102 Ga0182890_10265 0.303 121960.assembled.gff
Ga0182890_102 Ga0182890_10266 0.324 121960.assembled.gff
Ga0182890_102 Ga0182890_10267 0.306 121960.assembled.gff
Ga0182890_102 Ga0182890_10268 0.353 121960.assembled.gff
Ga0182890_103 Ga0182890_1031 0.244 121960.assembled.gff
Ga0182890_103 Ga0182890_1032 0.35 121960.assembled.gff
Ga0182890_103 Ga0182890_1033 0.309 121960.assembled.gff
Ga0182890_103 Ga0182890_1034 0.346 121960.assembled.gff
Ga0182890_103 Ga0182890_1035 0.34 121960.assembled.gff
Ga0182890_103 Ga0182890_1036 0.367 121960.assembled.gff
Ga0182890_103 Ga0182890_1037 0.366 121960.assembled.gff
Ga0182890_103 Ga0182890_1038 0.376 121960.assembled.gff
Ga0182890_103 Ga0182890_1039 0.265 121960.assembled.gff
Ga0182890_103 Ga0182890_10310 0.282 121960.assembled.gff
Ga0182890_103 Ga0182890_10311 0.357 121960.assembled.gff
Ga0182890_103 Ga0182890_10312 0.359 121960.assembled.gff
Ga0182890_103 Ga0182890_10313 0.366 121960.assembled.gff
Ga0182890_103 Ga0182890_10314 0.312 121960.assembled.gff
Ga0182890_103 Ga0182890_10315 0.314 121960.assembled.gff
Ga0182890_103 Ga0182890_10316 0.355 121960.assembled.gff
Ga0182890_103 Ga0182890_10317 0.346 121960.assembled.gff
Ga0182890_103 Ga0182890_10318 0.339 121960.assembled.gff
Ga0182890_103 Ga0182890_10319 0.355 121960.assembled.gff
Ga0182890_103 Ga0182890_10320 0.311 121960.assembled.gff
Ga0182890_103 Ga0182890_10321 0.29 121960.assembled.gff
Ga0182890_103 Ga0182890_10322 0.366 121960.assembled.gff
Ga0182890_104 Ga0182890_1041 0.339 121960.assembled.gff
Ga0182890_104 Ga0182890_1042 0.299 121960.assembled.gff
Ga0182890_104 Ga0182890_1043 0.315 121960.assembled.gff
Ga0182890_104 Ga0182890_1044 0.376 121960.assembled.gff
Ga0182890_104 Ga0182890_1045 0.459 121960.assembled.gff
Ga0182890_104 Ga0182890_1046 0.391 121960.assembled.gff
Ga0182890_104 Ga0182890_1047 0.314 121960.assembled.gff
Ga0182890_104 Ga0182890_1048 0.346 121960.assembled.gff
Ga0182890_104 Ga0182890_1049 0.35 121960.assembled.gff
Ga0182890_104 Ga0182890_10410 0.331 121960.assembled.gff
Ga0182890_104 Ga0182890_10411 0.377 121960.assembled.gff
Ga0182890_104 Ga0182890_10412 0.318 121960.assembled.gff
Ga0182890_104 Ga0182890_10413 0.369 121960.assembled.gff
Ga0182890_104 Ga0182890_10414 0.366 121960.assembled.gff
Ga0182890_104 Ga0182890_10415 0.333 121960.assembled.gff
Ga0182890_104 Ga0182890_10416 0.341 121960.assembled.gff
Ga0182890_104 Ga0182890_10417 0.365 121960.assembled.gff
Ga0182890_104 Ga0182890_10418 0.256 121960.assembled.gff
Ga0182890_104 Ga0182890_10419 0.366 121960.assembled.gff
Ga0182890_104 Ga0182890_10420 0.354 121960.assembled.gff
Ga0182890_104 Ga0182890_10421 0.383 121960.assembled.gff
Ga0182890_104 Ga0182890_10422 0.307 121960.assembled.gff
Ga0182890_104 Ga0182890_10423 0.336 121960.assembled.gff
Ga0182890_104 Ga0182890_10424 0.324 121960.assembled.gff
Ga0182890_104 Ga0182890_10425 0.367 121960.assembled.gff
Ga0182890_104 Ga0182890_10426 0.339 121960.assembled.gff
Ga0182890_104 Ga0182890_10427 0.314 121960.assembled.gff
Ga0182890_104 Ga0182890_10428 0.4 121960.assembled.gff
Ga0182890_105 Ga0182890_1051 0.313 121960.assembled.gff
Ga0182890_105 Ga0182890_1052 0.278 121960.assembled.gff
Ga0182890_105 Ga0182890_1053 0.328 121960.assembled.gff
Ga0182890_105 Ga0182890_1054 0.354 121960.assembled.gff
Ga0182890_105 Ga0182890_1055 0.359 121960.assembled.gff
Ga0182890_105 Ga0182890_1056 0.349 121960.assembled.gff
Ga0182890_105 Ga0182890_1057 0.346 121960.assembled.gff
Ga0182890_105 Ga0182890_1058 0.333 121960.assembled.gff
Ga0182890_105 Ga0182890_1059 0.301 121960.assembled.gff
Ga0182890_105 Ga0182890_10510 0.363 121960.assembled.gff
Ga0182890_105 Ga0182890_10511 0.301 121960.assembled.gff
Ga0182890_105 Ga0182890_10512 0.371 121960.assembled.gff
Ga0182890_105 Ga0182890_10513 0.364 121960.assembled.gff
Ga0182890_105 Ga0182890_10514 0.389 121960.assembled.gff
Ga0182890_105 Ga0182890_10515 0.383 121960.assembled.gff
Ga0182890_105 Ga0182890_10516 0.29 121960.assembled.gff
Ga0182890_105 Ga0182890_10517 0.306 121960.assembled.gff
Ga0182890_105 Ga0182890_10518 0.239 121960.assembled.gff
Ga0182890_105 Ga0182890_10519 0.333 121960.assembled.gff
Ga0182890_105 Ga0182890_10520 0.348 121960.assembled.gff
Ga0182890_105 Ga0182890_10521 0.353 121960.assembled.gff
Ga0182890_105 Ga0182890_10522 0.367 121960.assembled.gff
Ga0182890_105 Ga0182890_10523 0.352 121960.assembled.gff
Ga0182890_105 Ga0182890_10524 0.356 121960.assembled.gff
Ga0182890_105 Ga0182890_10525 0.362 121960.assembled.gff
Ga0182890_105 Ga0182890_10526 0.283 121960.assembled.gff
Ga0182890_105 Ga0182890_10527 0.324 121960.assembled.gff
Ga0182890_105 Ga0182890_10528 0.336 121960.assembled.gff
Ga0182890_105 Ga0182890_10529 0.358 121960.assembled.gff
Ga0182890_105 Ga0182890_10530 0.385 121960.assembled.gff
Ga0182890_105 Ga0182890_10531 0.351 121960.assembled.gff
Ga0182890_105 Ga0182890_10532 0.366 121960.assembled.gff
Ga0182890_105 Ga0182890_10533 0.4 121960.assembled.gff
Ga0182890_105 Ga0182890_10535 0.301 121960.assembled.gff
Ga0182890_105 Ga0182890_10536 0.334 121960.assembled.gff
Ga0182890_105 Ga0182890_10537 0.318 121960.assembled.gff
Ga0182890_105 Ga0182890_10538 0.297 121960.assembled.gff
Ga0182890_105 Ga0182890_10539 0.336 121960.assembled.gff
Ga0182890_105 Ga0182890_10540 0.324 121960.assembled.gff
Ga0182890_105 Ga0182890_10541 0.307 121960.assembled.gff
Ga0182890_105 Ga0182890_10542 0.284 121960.assembled.gff
Ga0182890_105 Ga0182890_10543 0.335 121960.assembled.gff
Ga0182890_105 Ga0182890_10544 0.334 121960.assembled.gff
Ga0182890_105 Ga0182890_10545 0.347 121960.assembled.gff
Ga0182890_106 Ga0182890_1061 0.361 121960.assembled.gff
Ga0182890_106 Ga0182890_1062 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_1063 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_1064 0.33 121960.assembled.gff
Ga0182890_106 Ga0182890_1065 0.298 121960.assembled.gff
Ga0182890_106 Ga0182890_1066 0.334 121960.assembled.gff
Ga0182890_106 Ga0182890_1067 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_1069 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_10611 0.325 121960.assembled.gff
Ga0182890_106 Ga0182890_10612 0.306 121960.assembled.gff
Ga0182890_106 Ga0182890_10613 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_10614 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_10615 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_10616 0.346 121960.assembled.gff
Ga0182890_106 Ga0182890_10617 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_10618 0.368 121960.assembled.gff
Ga0182890_106 Ga0182890_10619 0.37 121960.assembled.gff
Ga0182890_106 Ga0182890_10620 0.278 121960.assembled.gff
Ga0182890_106 Ga0182890_10621 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_10622 0.329 121960.assembled.gff
Ga0182890_106 Ga0182890_10623 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_10624 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_10625 0.308 121960.assembled.gff
Ga0182890_106 Ga0182890_10626 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_10627 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_10628 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_10629 0.346 121960.assembled.gff
Ga0182890_106 Ga0182890_10630 0.357 121960.assembled.gff
Ga0182890_106 Ga0182890_10631 0.335 121960.assembled.gff
Ga0182890_106 Ga0182890_10632 0.275 121960.assembled.gff
Ga0182890_106 Ga0182890_10633 0.302 121960.assembled.gff
Ga0182890_106 Ga0182890_10634 0.296 121960.assembled.gff
Ga0182890_106 Ga0182890_10635 0.364 121960.assembled.gff
Ga0182890_106 Ga0182890_10636 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_10637 0.364 121960.assembled.gff
Ga0182890_106 Ga0182890_10638 0.308 121960.assembled.gff
Ga0182890_106 Ga0182890_10639 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_10640 0.25 121960.assembled.gff
Ga0182890_106 Ga0182890_10641 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_10642 0.384 121960.assembled.gff
Ga0182890_106 Ga0182890_10643 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_10644 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_10645 0.317 121960.assembled.gff
Ga0182890_106 Ga0182890_10646 0.329 121960.assembled.gff
Ga0182890_106 Ga0182890_10647 0.345 121960.assembled.gff
Ga0182890_106 Ga0182890_10648 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_10649 0.412 121960.assembled.gff
Ga0182890_106 Ga0182890_10650 0.364 121960.assembled.gff
Ga0182890_106 Ga0182890_10651 0.37 121960.assembled.gff
Ga0182890_106 Ga0182890_10652 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_10653 0.336 121960.assembled.gff
Ga0182890_106 Ga0182890_10654 0.302 121960.assembled.gff
Ga0182890_106 Ga0182890_10655 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_10656 0.334 121960.assembled.gff
Ga0182890_106 Ga0182890_10657 0.321 121960.assembled.gff
Ga0182890_106 Ga0182890_10658 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_10659 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_10660 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_10661 0.297 121960.assembled.gff
Ga0182890_106 Ga0182890_10662 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_10663 0.335 121960.assembled.gff
Ga0182890_106 Ga0182890_10664 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_10665 0.334 121960.assembled.gff
Ga0182890_106 Ga0182890_10666 0.373 121960.assembled.gff
Ga0182890_106 Ga0182890_10667 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_10668 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_10669 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_10670 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_10671 0.338 121960.assembled.gff
Ga0182890_106 Ga0182890_10672 0.359 121960.assembled.gff
Ga0182890_106 Ga0182890_10673 0.406 121960.assembled.gff
Ga0182890_106 Ga0182890_10674 0.338 121960.assembled.gff
Ga0182890_106 Ga0182890_10675 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_10676 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_10677 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_10678 0.27 121960.assembled.gff
Ga0182890_106 Ga0182890_10679 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_10680 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_10681 0.399 121960.assembled.gff
Ga0182890_106 Ga0182890_10682 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_10683 0.371 121960.assembled.gff
Ga0182890_106 Ga0182890_10684 0.366 121960.assembled.gff
Ga0182890_106 Ga0182890_10685 0.308 121960.assembled.gff
Ga0182890_106 Ga0182890_10686 0.383 121960.assembled.gff
Ga0182890_106 Ga0182890_10687 0.265 121960.assembled.gff
Ga0182890_106 Ga0182890_10688 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_10689 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_10690 0.288 121960.assembled.gff
Ga0182890_106 Ga0182890_10691 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_10692 0.328 121960.assembled.gff
Ga0182890_106 Ga0182890_10693 0.332 121960.assembled.gff
Ga0182890_106 Ga0182890_10694 0.336 121960.assembled.gff
Ga0182890_106 Ga0182890_10695 0.345 121960.assembled.gff
Ga0182890_106 Ga0182890_10696 0.364 121960.assembled.gff
Ga0182890_106 Ga0182890_10697 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_10698 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_10699 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106100 0.296 121960.assembled.gff
Ga0182890_106 Ga0182890_106101 0.297 121960.assembled.gff
Ga0182890_106 Ga0182890_106102 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_106103 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_106104 0.336 121960.assembled.gff
Ga0182890_106 Ga0182890_106105 0.392 121960.assembled.gff
Ga0182890_106 Ga0182890_106106 0.312 121960.assembled.gff
Ga0182890_106 Ga0182890_106107 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106108 0.348 121960.assembled.gff
Ga0182890_106 Ga0182890_106109 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_106110 0.319 121960.assembled.gff
Ga0182890_106 Ga0182890_106111 0.362 121960.assembled.gff
Ga0182890_106 Ga0182890_106112 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_106113 0.294 121960.assembled.gff
Ga0182890_106 Ga0182890_106114 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106115 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106116 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106117 0.335 121960.assembled.gff
Ga0182890_106 Ga0182890_106118 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106119 0.3 121960.assembled.gff
Ga0182890_106 Ga0182890_106120 0.346 121960.assembled.gff
Ga0182890_106 Ga0182890_106121 0.386 121960.assembled.gff
Ga0182890_106 Ga0182890_106122 0.371 121960.assembled.gff
Ga0182890_106 Ga0182890_106123 0.338 121960.assembled.gff
Ga0182890_106 Ga0182890_106124 0.395 121960.assembled.gff
Ga0182890_106 Ga0182890_106125 0.322 121960.assembled.gff
Ga0182890_106 Ga0182890_106126 0.338 121960.assembled.gff
Ga0182890_106 Ga0182890_106127 0.372 121960.assembled.gff
Ga0182890_106 Ga0182890_106128 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106129 0.355 121960.assembled.gff
Ga0182890_106 Ga0182890_106130 0.335 121960.assembled.gff
Ga0182890_106 Ga0182890_106131 0.27 121960.assembled.gff
Ga0182890_106 Ga0182890_106132 0.368 121960.assembled.gff
Ga0182890_106 Ga0182890_106133 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_106134 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106135 0.345 121960.assembled.gff
Ga0182890_106 Ga0182890_106136 0.353 121960.assembled.gff
Ga0182890_106 Ga0182890_106137 0.352 121960.assembled.gff
Ga0182890_106 Ga0182890_106138 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_106139 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106140 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_106141 0.357 121960.assembled.gff
Ga0182890_106 Ga0182890_106142 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106143 0.378 121960.assembled.gff
Ga0182890_106 Ga0182890_106144 0.428 121960.assembled.gff
Ga0182890_106 Ga0182890_106145 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106146 0.3 121960.assembled.gff
Ga0182890_106 Ga0182890_106147 0.308 121960.assembled.gff
Ga0182890_106 Ga0182890_106148 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106149 0.361 121960.assembled.gff
Ga0182890_106 Ga0182890_106150 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106151 0.304 121960.assembled.gff
Ga0182890_106 Ga0182890_106152 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106153 0.332 121960.assembled.gff
Ga0182890_106 Ga0182890_106154 0.313 121960.assembled.gff
Ga0182890_106 Ga0182890_106155 0.31 121960.assembled.gff
Ga0182890_106 Ga0182890_106156 0.378 121960.assembled.gff
Ga0182890_106 Ga0182890_106157 0.352 121960.assembled.gff
Ga0182890_106 Ga0182890_106158 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106159 0.346 121960.assembled.gff
Ga0182890_106 Ga0182890_106160 0.312 121960.assembled.gff
Ga0182890_106 Ga0182890_106161 0.353 121960.assembled.gff
Ga0182890_106 Ga0182890_106162 0.3 121960.assembled.gff
Ga0182890_106 Ga0182890_106163 0.347 121960.assembled.gff
Ga0182890_106 Ga0182890_106164 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106165 0.378 121960.assembled.gff
Ga0182890_106 Ga0182890_106166 0.335 121960.assembled.gff
Ga0182890_106 Ga0182890_106167 0.379 121960.assembled.gff
Ga0182890_106 Ga0182890_106168 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106169 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106170 0.403 121960.assembled.gff
Ga0182890_106 Ga0182890_106171 0.374 121960.assembled.gff
Ga0182890_106 Ga0182890_106172 0.386 121960.assembled.gff
Ga0182890_106 Ga0182890_106173 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_106174 0.368 121960.assembled.gff
Ga0182890_106 Ga0182890_106175 0.357 121960.assembled.gff
Ga0182890_106 Ga0182890_106176 0.374 121960.assembled.gff
Ga0182890_106 Ga0182890_106177 0.382 121960.assembled.gff
Ga0182890_106 Ga0182890_106178 0.386 121960.assembled.gff
Ga0182890_106 Ga0182890_106179 0.376 121960.assembled.gff
Ga0182890_106 Ga0182890_106180 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106181 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_106182 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106183 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106184 0.345 121960.assembled.gff
Ga0182890_106 Ga0182890_106185 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106186 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106187 0.257 121960.assembled.gff
Ga0182890_106 Ga0182890_106188 0.371 121960.assembled.gff
Ga0182890_106 Ga0182890_106189 0.332 121960.assembled.gff
Ga0182890_106 Ga0182890_106190 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106191 0.364 121960.assembled.gff
Ga0182890_106 Ga0182890_106192 0.284 121960.assembled.gff
Ga0182890_106 Ga0182890_106193 0.303 121960.assembled.gff
Ga0182890_106 Ga0182890_106194 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106195 0.357 121960.assembled.gff
Ga0182890_106 Ga0182890_106196 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106197 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106198 0.372 121960.assembled.gff
Ga0182890_106 Ga0182890_106199 0.379 121960.assembled.gff
Ga0182890_106 Ga0182890_106200 0.312 121960.assembled.gff
Ga0182890_106 Ga0182890_106201 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106202 0.393 121960.assembled.gff
Ga0182890_106 Ga0182890_106203 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_106204 0.352 121960.assembled.gff
Ga0182890_106 Ga0182890_106205 0.329 121960.assembled.gff
Ga0182890_106 Ga0182890_106206 0.378 121960.assembled.gff
Ga0182890_106 Ga0182890_106207 0.3 121960.assembled.gff
Ga0182890_106 Ga0182890_106208 0.361 121960.assembled.gff
Ga0182890_106 Ga0182890_106209 0.416 121960.assembled.gff
Ga0182890_106 Ga0182890_106210 0.285 121960.assembled.gff
Ga0182890_106 Ga0182890_106211 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106212 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106213 0.287 121960.assembled.gff
Ga0182890_106 Ga0182890_106214 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_106215 0.321 121960.assembled.gff
Ga0182890_106 Ga0182890_106216 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106217 0.306 121960.assembled.gff
Ga0182890_106 Ga0182890_106218 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106219 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_106220 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106221 0.282 121960.assembled.gff
Ga0182890_106 Ga0182890_106222 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106223 0.36 121960.assembled.gff
