contig contig_geneID GC Genome
Ga0182879_1005 Ga0182879_10052 0.644 121950.assembled.gff
Ga0182879_1005 Ga0182879_10053 0.635 121950.assembled.gff
Ga0182879_1005 Ga0182879_10054 0.656 121950.assembled.gff
Ga0182879_1005 Ga0182879_10055 0.692 121950.assembled.gff
Ga0182879_1005 Ga0182879_10056 0.69 121950.assembled.gff
Ga0182879_1005 Ga0182879_10057 0.624 121950.assembled.gff
Ga0182879_1005 Ga0182879_10058 0.674 121950.assembled.gff
Ga0182879_1005 Ga0182879_10059 0.629 121950.assembled.gff
Ga0182879_1005 Ga0182879_100510 0.697 121950.assembled.gff
Ga0182879_1005 Ga0182879_100511 0.691 121950.assembled.gff
Ga0182879_1005 Ga0182879_100512 0.708 121950.assembled.gff
Ga0182879_1005 Ga0182879_100513 0.66 121950.assembled.gff
Ga0182879_1005 Ga0182879_100514 0.614 121950.assembled.gff
Ga0182879_1005 Ga0182879_100515 0.694 121950.assembled.gff
Ga0182879_1006 Ga0182879_10061 0.675 121950.assembled.gff
Ga0182879_1006 Ga0182879_10062 0.722 121950.assembled.gff
Ga0182879_1006 Ga0182879_10063 0.737 121950.assembled.gff
Ga0182879_1006 Ga0182879_10064 0.782 121950.assembled.gff
Ga0182879_1006 Ga0182879_10065 0.731 121950.assembled.gff
Ga0182879_1006 Ga0182879_10066 0.728 121950.assembled.gff
Ga0182879_1006 Ga0182879_10067 0.728 121950.assembled.gff
Ga0182879_1006 Ga0182879_10068 0.767 121950.assembled.gff
Ga0182879_1006 Ga0182879_10069 0.697 121950.assembled.gff
Ga0182879_1006 Ga0182879_100610 0.711 121950.assembled.gff
Ga0182879_1006 Ga0182879_100611 0.692 121950.assembled.gff
Ga0182879_1006 Ga0182879_100612 0.716 121950.assembled.gff
Ga0182879_1006 Ga0182879_100613 0.692 121950.assembled.gff
Ga0182879_1007 Ga0182879_10071 0.657 121950.assembled.gff
Ga0182879_1007 Ga0182879_10072 0.723 121950.assembled.gff
Ga0182879_1007 Ga0182879_10073 0.7 121950.assembled.gff
Ga0182879_1007 Ga0182879_10074 0.687 121950.assembled.gff
Ga0182879_1007 Ga0182879_10075 0.777 121950.assembled.gff
Ga0182879_1007 Ga0182879_10076 0.685 121950.assembled.gff
Ga0182879_1007 Ga0182879_10077 0.73 121950.assembled.gff
Ga0182879_1007 Ga0182879_10078 0.717 121950.assembled.gff
Ga0182879_1007 Ga0182879_10079 0.725 121950.assembled.gff
Ga0182879_1007 Ga0182879_100710 0.725 121950.assembled.gff
Ga0182879_1007 Ga0182879_100711 0.756 121950.assembled.gff
Ga0182879_1007 Ga0182879_100712 0.765 121950.assembled.gff
Ga0182879_1007 Ga0182879_100713 0.731 121950.assembled.gff
Ga0182879_1007 Ga0182879_100714 0.723 121950.assembled.gff
Ga0182879_1008 Ga0182879_10081 0.715 121950.assembled.gff
Ga0182879_1008 Ga0182879_10082 0.684 121950.assembled.gff
Ga0182879_1008 Ga0182879_10083 0.729 121950.assembled.gff
Ga0182879_1008 Ga0182879_10084 0.734 121950.assembled.gff
Ga0182879_1008 Ga0182879_10085 0.72 121950.assembled.gff
Ga0182879_1008 Ga0182879_10086 0.677 121950.assembled.gff
Ga0182879_1008 Ga0182879_10087 0.675 121950.assembled.gff
Ga0182879_1008 Ga0182879_10088 0.678 121950.assembled.gff
Ga0182879_1008 Ga0182879_10089 0.677 121950.assembled.gff
Ga0182879_1008 Ga0182879_100810 0.749 121950.assembled.gff
Ga0182879_1008 Ga0182879_100811 0.66 121950.assembled.gff
Ga0182879_1008 Ga0182879_100812 0.724 121950.assembled.gff
Ga0182879_1008 Ga0182879_100813 0.719 121950.assembled.gff
Ga0182879_1008 Ga0182879_100814 0.667 121950.assembled.gff
Ga0182879_1008 Ga0182879_100815 0.735 121950.assembled.gff
Ga0182879_1008 Ga0182879_100816 0.746 121950.assembled.gff
Ga0182879_1008 Ga0182879_100817 0.714 121950.assembled.gff
Ga0182879_1008 Ga0182879_100818 0.691 121950.assembled.gff
Ga0182879_1008 Ga0182879_100819 0.712 121950.assembled.gff
Ga0182879_1008 Ga0182879_100820 0.679 121950.assembled.gff
Ga0182879_1008 Ga0182879_100821 0.677 121950.assembled.gff
Ga0182879_1008 Ga0182879_100822 0.682 121950.assembled.gff
Ga0182879_1008 Ga0182879_100823 0.715 121950.assembled.gff
Ga0182879_1008 Ga0182879_100824 0.714 121950.assembled.gff
Ga0182879_1008 Ga0182879_100825 0.775 121950.assembled.gff
Ga0182879_1008 Ga0182879_100826 0.723 121950.assembled.gff
Ga0182879_1008 Ga0182879_100827 0.781 121950.assembled.gff
Ga0182879_1008 Ga0182879_100828 0.663 121950.assembled.gff
Ga0182879_1008 Ga0182879_100829 0.747 121950.assembled.gff
Ga0182879_1008 Ga0182879_100830 0.691 121950.assembled.gff
Ga0182879_1008 Ga0182879_100831 0.78 121950.assembled.gff
Ga0182879_1008 Ga0182879_100832 0.722 121950.assembled.gff
Ga0182879_1009 Ga0182879_10091 0.656 121950.assembled.gff
Ga0182879_1009 Ga0182879_10092 0.717 121950.assembled.gff
Ga0182879_1009 Ga0182879_10093 0.724 121950.assembled.gff
Ga0182879_1009 Ga0182879_10094 0.72 121950.assembled.gff
Ga0182879_1009 Ga0182879_10095 0.68 121950.assembled.gff
Ga0182879_1009 Ga0182879_10096 0.738 121950.assembled.gff
Ga0182879_1009 Ga0182879_10097 0.739 121950.assembled.gff
Ga0182879_1009 Ga0182879_10098 0.726 121950.assembled.gff
Ga0182879_1009 Ga0182879_10099 0.746 121950.assembled.gff
Ga0182879_1009 Ga0182879_100910 0.764 121950.assembled.gff
Ga0182879_1009 Ga0182879_100911 0.715 121950.assembled.gff
Ga0182879_1009 Ga0182879_100912 0.742 121950.assembled.gff
Ga0182879_1009 Ga0182879_100913 0.661 121950.assembled.gff
Ga0182879_1009 Ga0182879_100914 0.724 121950.assembled.gff
Ga0182879_1009 Ga0182879_100915 0.711 121950.assembled.gff
Ga0182879_1009 Ga0182879_100916 0.751 121950.assembled.gff
Ga0182879_1009 Ga0182879_100917 0.693 121950.assembled.gff
Ga0182879_1009 Ga0182879_100918 0.677 121950.assembled.gff
Ga0182879_1009 Ga0182879_100919 0.672 121950.assembled.gff
Ga0182879_1009 Ga0182879_100920 0.652 121950.assembled.gff
Ga0182879_1009 Ga0182879_100921 0.655 121950.assembled.gff
Ga0182879_1009 Ga0182879_100922 0.73 121950.assembled.gff
Ga0182879_1009 Ga0182879_100923 0.735 121950.assembled.gff
Ga0182879_1009 Ga0182879_100924 0.749 121950.assembled.gff
Ga0182879_1009 Ga0182879_100925 0.736 121950.assembled.gff
Ga0182879_1009 Ga0182879_100926 0.742 121950.assembled.gff
Ga0182879_1009 Ga0182879_100927 0.722 121950.assembled.gff
Ga0182879_1009 Ga0182879_100928 0.618 121950.assembled.gff
Ga0182879_1009 Ga0182879_100929 0.749 121950.assembled.gff
Ga0182879_1009 Ga0182879_100930 0.685 121950.assembled.gff
Ga0182879_1009 Ga0182879_100931 0.695 121950.assembled.gff
Ga0182879_1010 Ga0182879_10101 0.702 121950.assembled.gff
Ga0182879_1010 Ga0182879_10102 0.686 121950.assembled.gff
Ga0182879_1010 Ga0182879_10103 0.68 121950.assembled.gff
Ga0182879_1010 Ga0182879_10104 0.702 121950.assembled.gff
Ga0182879_1010 Ga0182879_10105 0.652 121950.assembled.gff
Ga0182879_1010 Ga0182879_10106 0.691 121950.assembled.gff
Ga0182879_1010 Ga0182879_10107 0.689 121950.assembled.gff
Ga0182879_1010 Ga0182879_10108 0.701 121950.assembled.gff
Ga0182879_1010 Ga0182879_10109 0.717 121950.assembled.gff
Ga0182879_1010 Ga0182879_101010 0.667 121950.assembled.gff
Ga0182879_1010 Ga0182879_101011 0.758 121950.assembled.gff
Ga0182879_1010 Ga0182879_101012 0.696 121950.assembled.gff
Ga0182879_1010 Ga0182879_101013 0.7 121950.assembled.gff
Ga0182879_1010 Ga0182879_101014 0.724 121950.assembled.gff
Ga0182879_1010 Ga0182879_101015 0.73 121950.assembled.gff
Ga0182879_1010 Ga0182879_101016 0.679 121950.assembled.gff
Ga0182879_1010 Ga0182879_101017 0.727 121950.assembled.gff
Ga0182879_1010 Ga0182879_101018 0.661 121950.assembled.gff
Ga0182879_1010 Ga0182879_101019 0.719 121950.assembled.gff
Ga0182879_1010 Ga0182879_101020 0.766 121950.assembled.gff
Ga0182879_1010 Ga0182879_101022 0.706 121950.assembled.gff
Ga0182879_1010 Ga0182879_101023 0.711 121950.assembled.gff
Ga0182879_1010 Ga0182879_101024 0.715 121950.assembled.gff
Ga0182879_1010 Ga0182879_101025 0.69 121950.assembled.gff
Ga0182879_1010 Ga0182879_101026 0.725 121950.assembled.gff
Ga0182879_1010 Ga0182879_101027 0.736 121950.assembled.gff
Ga0182879_1010 Ga0182879_101028 0.737 121950.assembled.gff
Ga0182879_1010 Ga0182879_101029 0.705 121950.assembled.gff
Ga0182879_1010 Ga0182879_101030 0.767 121950.assembled.gff
Ga0182879_1010 Ga0182879_101031 0.768 121950.assembled.gff
Ga0182879_1010 Ga0182879_101032 0.664 121950.assembled.gff
Ga0182879_1010 Ga0182879_101033 0.65 121950.assembled.gff
Ga0182879_1010 Ga0182879_101034 0.712 121950.assembled.gff
Ga0182879_1010 Ga0182879_101035 0.716 121950.assembled.gff
Ga0182879_1010 Ga0182879_101036 0.741 121950.assembled.gff
Ga0182879_1010 Ga0182879_101037 0.743 121950.assembled.gff
Ga0182879_1010 Ga0182879_101038 0.745 121950.assembled.gff
Ga0182879_1010 Ga0182879_101039 0.783 121950.assembled.gff
Ga0182879_1010 Ga0182879_101040 0.786 121950.assembled.gff
Ga0182879_1010 Ga0182879_101041 0.774 121950.assembled.gff
Ga0182879_1010 Ga0182879_101042 0.718 121950.assembled.gff
Ga0182879_1010 Ga0182879_101043 0.707 121950.assembled.gff
Ga0182879_1011 Ga0182879_10111 0.748 121950.assembled.gff
Ga0182879_1011 Ga0182879_10112 0.714 121950.assembled.gff
Ga0182879_1011 Ga0182879_10113 0.723 121950.assembled.gff
Ga0182879_1011 Ga0182879_10114 0.659 121950.assembled.gff
Ga0182879_1011 Ga0182879_10115 0.748 121950.assembled.gff
Ga0182879_1011 Ga0182879_10116 0.772 121950.assembled.gff
Ga0182879_1011 Ga0182879_10117 0.711 121950.assembled.gff
Ga0182879_1011 Ga0182879_10118 0.727 121950.assembled.gff
Ga0182879_1011 Ga0182879_10119 0.727 121950.assembled.gff
Ga0182879_1011 Ga0182879_101110 0.72 121950.assembled.gff
Ga0182879_1011 Ga0182879_101111 0.7 121950.assembled.gff
Ga0182879_1011 Ga0182879_101112 0.698 121950.assembled.gff
Ga0182879_1011 Ga0182879_101113 0.671 121950.assembled.gff
Ga0182879_1011 Ga0182879_101114 0.711 121950.assembled.gff
Ga0182879_1011 Ga0182879_101115 0.694 121950.assembled.gff
Ga0182879_1011 Ga0182879_101116 0.723 121950.assembled.gff
Ga0182879_1011 Ga0182879_101117 0.675 121950.assembled.gff
Ga0182879_1011 Ga0182879_101118 0.71 121950.assembled.gff
Ga0182879_1011 Ga0182879_101119 0.715 121950.assembled.gff
Ga0182879_1011 Ga0182879_101120 0.707 121950.assembled.gff
Ga0182879_1011 Ga0182879_101121 0.745 121950.assembled.gff
Ga0182879_1011 Ga0182879_101122 0.728 121950.assembled.gff
Ga0182879_1011 Ga0182879_101123 0.658 121950.assembled.gff
Ga0182879_1011 Ga0182879_101124 0.673 121950.assembled.gff
Ga0182879_1011 Ga0182879_101125 0.682 121950.assembled.gff
Ga0182879_1011 Ga0182879_101126 0.685 121950.assembled.gff
Ga0182879_1011 Ga0182879_101127 0.656 121950.assembled.gff
Ga0182879_1011 Ga0182879_101128 0.715 121950.assembled.gff
Ga0182879_1011 Ga0182879_101129 0.718 121950.assembled.gff
Ga0182879_1011 Ga0182879_101130 0.698 121950.assembled.gff
Ga0182879_1011 Ga0182879_101131 0.699 121950.assembled.gff
Ga0182879_1011 Ga0182879_101132 0.67 121950.assembled.gff
Ga0182879_1011 Ga0182879_101133 0.642 121950.assembled.gff
Ga0182879_1011 Ga0182879_101134 0.699 121950.assembled.gff
Ga0182879_1011 Ga0182879_101135 0.586 121950.assembled.gff
Ga0182879_1011 Ga0182879_101136 0.617 121950.assembled.gff
Ga0182879_1012 Ga0182879_10121 0.625 121950.assembled.gff
Ga0182879_1012 Ga0182879_10122 0.662 121950.assembled.gff
Ga0182879_1012 Ga0182879_10123 0.674 121950.assembled.gff
Ga0182879_1012 Ga0182879_10124 0.64 121950.assembled.gff
Ga0182879_1012 Ga0182879_10125 0.712 121950.assembled.gff
Ga0182879_1012 Ga0182879_10126 0.738 121950.assembled.gff
Ga0182879_1012 Ga0182879_10127 0.712 121950.assembled.gff
Ga0182879_1012 Ga0182879_10128 0.715 121950.assembled.gff
Ga0182879_1012 Ga0182879_10129 0.667 121950.assembled.gff
Ga0182879_1012 Ga0182879_101210 0.661 121950.assembled.gff
Ga0182879_1012 Ga0182879_101211 0.711 121950.assembled.gff
Ga0182879_1012 Ga0182879_101212 0.637 121950.assembled.gff
Ga0182879_1012 Ga0182879_101213 0.698 121950.assembled.gff
Ga0182879_1012 Ga0182879_101214 0.72 121950.assembled.gff
Ga0182879_1012 Ga0182879_101215 0.714 121950.assembled.gff
Ga0182879_1012 Ga0182879_101216 0.746 121950.assembled.gff
Ga0182879_1012 Ga0182879_101217 0.676 121950.assembled.gff
Ga0182879_1012 Ga0182879_101218 0.672 121950.assembled.gff
Ga0182879_1012 Ga0182879_101219 0.688 121950.assembled.gff
Ga0182879_1012 Ga0182879_101220 0.673 121950.assembled.gff
Ga0182879_1012 Ga0182879_101221 0.74 121950.assembled.gff
Ga0182879_1012 Ga0182879_101222 0.694 121950.assembled.gff
Ga0182879_1012 Ga0182879_101223 0.667 121950.assembled.gff
Ga0182879_1012 Ga0182879_101224 0.655 121950.assembled.gff
Ga0182879_1012 Ga0182879_101225 0.694 121950.assembled.gff
Ga0182879_1012 Ga0182879_101226 0.713 121950.assembled.gff
Ga0182879_1012 Ga0182879_101227 0.721 121950.assembled.gff
Ga0182879_1012 Ga0182879_101228 0.702 121950.assembled.gff
Ga0182879_1012 Ga0182879_101229 0.749 121950.assembled.gff
Ga0182879_1012 Ga0182879_101230 0.716 121950.assembled.gff
Ga0182879_1012 Ga0182879_101231 0.748 121950.assembled.gff
Ga0182879_1012 Ga0182879_101232 0.706 121950.assembled.gff
Ga0182879_1012 Ga0182879_101233 0.652 121950.assembled.gff
Ga0182879_1012 Ga0182879_101234 0.685 121950.assembled.gff
Ga0182879_1012 Ga0182879_101235 0.689 121950.assembled.gff
Ga0182879_1012 Ga0182879_101236 0.647 121950.assembled.gff
Ga0182879_1012 Ga0182879_101237 0.655 121950.assembled.gff
Ga0182879_1012 Ga0182879_101238 0.707 121950.assembled.gff
Ga0182879_1012 Ga0182879_101239 0.731 121950.assembled.gff
Ga0182879_1012 Ga0182879_101240 0.737 121950.assembled.gff
Ga0182879_1012 Ga0182879_101241 0.741 121950.assembled.gff
Ga0182879_1012 Ga0182879_101242 0.627 121950.assembled.gff
Ga0182879_1012 Ga0182879_101243 0.643 121950.assembled.gff
Ga0182879_1012 Ga0182879_101244 0.64 121950.assembled.gff
Ga0182879_1012 Ga0182879_101245 0.793 121950.assembled.gff
Ga0182879_1012 Ga0182879_101246 0.708 121950.assembled.gff
Ga0182879_1012 Ga0182879_101248 0.732 121950.assembled.gff
Ga0182879_1012 Ga0182879_101249 0.652 121950.assembled.gff
Ga0182879_1012 Ga0182879_101250 0.728 121950.assembled.gff
Ga0182879_1012 Ga0182879_101251 0.669 121950.assembled.gff
Ga0182879_1012 Ga0182879_101252 0.673 121950.assembled.gff
Ga0182879_1012 Ga0182879_101253 0.706 121950.assembled.gff
Ga0182879_1012 Ga0182879_101254 0.695 121950.assembled.gff
Ga0182879_1012 Ga0182879_101255 0.709 121950.assembled.gff
Ga0182879_1012 Ga0182879_101256 0.698 121950.assembled.gff
Ga0182879_1012 Ga0182879_101257 0.691 121950.assembled.gff
Ga0182879_1012 Ga0182879_101258 0.701 121950.assembled.gff
Ga0182879_1012 Ga0182879_101259 0.745 121950.assembled.gff
Ga0182879_1012 Ga0182879_101260 0.691 121950.assembled.gff
Ga0182879_1012 Ga0182879_101261 0.681 121950.assembled.gff
Ga0182879_1012 Ga0182879_101262 0.746 121950.assembled.gff
Ga0182879_1012 Ga0182879_101263 0.724 121950.assembled.gff
Ga0182879_1012 Ga0182879_101264 0.718 121950.assembled.gff
Ga0182879_1012 Ga0182879_101265 0.703 121950.assembled.gff
Ga0182879_1012 Ga0182879_101266 0.725 121950.assembled.gff
Ga0182879_1012 Ga0182879_101267 0.711 121950.assembled.gff
Ga0182879_1012 Ga0182879_101268 0.701 121950.assembled.gff
Ga0182879_1012 Ga0182879_101269 0.629 121950.assembled.gff
Ga0182879_1012 Ga0182879_101270 0.706 121950.assembled.gff
Ga0182879_1012 Ga0182879_101271 0.701 121950.assembled.gff
Ga0182879_1012 Ga0182879_101272 0.667 121950.assembled.gff
Ga0182879_1012 Ga0182879_101273 0.701 121950.assembled.gff
Ga0182879_1012 Ga0182879_101274 0.712 121950.assembled.gff
Ga0182879_1012 Ga0182879_101275 0.707 121950.assembled.gff
Ga0182879_1012 Ga0182879_101276 0.763 121950.assembled.gff
Ga0182879_1012 Ga0182879_101277 0.734 121950.assembled.gff
Ga0182879_1012 Ga0182879_101278 0.624 121950.assembled.gff
Ga0182879_1012 Ga0182879_101279 0.664 121950.assembled.gff
Ga0182879_1012 Ga0182879_101280 0.646 121950.assembled.gff
Ga0182879_1012 Ga0182879_101281 0.653 121950.assembled.gff
Ga0182879_1012 Ga0182879_101282 0.667 121950.assembled.gff
Ga0182879_1012 Ga0182879_101283 0.659 121950.assembled.gff
Ga0182879_1012 Ga0182879_101284 0.68 121950.assembled.gff
Ga0182879_1012 Ga0182879_101285 0.702 121950.assembled.gff
Ga0182879_1012 Ga0182879_101286 0.677 121950.assembled.gff
Ga0182879_1012 Ga0182879_101287 0.715 121950.assembled.gff
Ga0182879_1012 Ga0182879_101288 0.731 121950.assembled.gff
Ga0182879_1012 Ga0182879_101290 0.645 121950.assembled.gff
Ga0182879_1012 Ga0182879_101291 0.645 121950.assembled.gff
Ga0182879_1012 Ga0182879_101292 0.738 121950.assembled.gff
Ga0182879_1013 Ga0182879_10131 0.674 121950.assembled.gff
Ga0182879_1013 Ga0182879_10132 0.708 121950.assembled.gff
Ga0182879_1013 Ga0182879_10134 0.743 121950.assembled.gff
Ga0182879_1013 Ga0182879_10135 0.754 121950.assembled.gff
Ga0182879_1013 Ga0182879_10136 0.762 121950.assembled.gff
Ga0182879_1013 Ga0182879_10137 0.742 121950.assembled.gff
Ga0182879_1013 Ga0182879_10138 0.723 121950.assembled.gff
Ga0182879_1013 Ga0182879_10139 0.701 121950.assembled.gff
Ga0182879_1013 Ga0182879_101310 0.683 121950.assembled.gff
Ga0182879_1013 Ga0182879_101311 0.765 121950.assembled.gff
Ga0182879_1013 Ga0182879_101312 0.654 121950.assembled.gff
Ga0182879_1013 Ga0182879_101313 0.794 121950.assembled.gff
Ga0182879_1013 Ga0182879_101314 0.719 121950.assembled.gff
Ga0182879_1013 Ga0182879_101315 0.727 121950.assembled.gff
Ga0182879_1013 Ga0182879_101316 0.685 121950.assembled.gff
Ga0182879_1013 Ga0182879_101317 0.697 121950.assembled.gff
Ga0182879_1013 Ga0182879_101318 0.669 121950.assembled.gff
Ga0182879_1013 Ga0182879_101319 0.681 121950.assembled.gff
Ga0182879_1013 Ga0182879_101320 0.737 121950.assembled.gff
Ga0182879_1013 Ga0182879_101321 0.679 121950.assembled.gff
Ga0182879_1013 Ga0182879_101322 0.662 121950.assembled.gff
Ga0182879_1013 Ga0182879_101323 0.69 121950.assembled.gff
Ga0182879_1013 Ga0182879_101324 0.675 121950.assembled.gff
Ga0182879_1013 Ga0182879_101325 0.709 121950.assembled.gff
Ga0182879_1013 Ga0182879_101326 0.665 121950.assembled.gff
Ga0182879_1013 Ga0182879_101327 0.7 121950.assembled.gff
Ga0182879_1013 Ga0182879_101328 0.72 121950.assembled.gff
Ga0182879_1013 Ga0182879_101329 0.637 121950.assembled.gff
Ga0182879_1013 Ga0182879_101330 0.669 121950.assembled.gff
Ga0182879_1013 Ga0182879_101331 0.743 121950.assembled.gff
Ga0182879_1013 Ga0182879_101332 0.727 121950.assembled.gff
Ga0182879_1013 Ga0182879_101333 0.683 121950.assembled.gff
Ga0182879_1013 Ga0182879_101334 0.674 121950.assembled.gff
Ga0182879_1013 Ga0182879_101335 0.702 121950.assembled.gff
Ga0182879_1013 Ga0182879_101336 0.684 121950.assembled.gff
Ga0182879_1013 Ga0182879_101337 0.687 121950.assembled.gff
Ga0182879_1013 Ga0182879_101338 0.727 121950.assembled.gff
Ga0182879_1013 Ga0182879_101339 0.741 121950.assembled.gff
Ga0182879_1013 Ga0182879_101340 0.704 121950.assembled.gff
Ga0182879_1013 Ga0182879_101341 0.699 121950.assembled.gff
Ga0182879_1013 Ga0182879_101342 0.724 121950.assembled.gff
Ga0182879_1013 Ga0182879_101343 0.728 121950.assembled.gff
Ga0182879_1013 Ga0182879_101344 0.737 121950.assembled.gff
Ga0182879_1013 Ga0182879_101345 0.637 121950.assembled.gff
Ga0182879_1013 Ga0182879_101346 0.733 121950.assembled.gff
Ga0182879_1013 Ga0182879_101347 0.706 121950.assembled.gff
Ga0182879_1013 Ga0182879_101348 0.662 121950.assembled.gff
Ga0182879_1013 Ga0182879_101349 0.692 121950.assembled.gff
Ga0182879_1013 Ga0182879_101350 0.696 121950.assembled.gff
Ga0182879_1013 Ga0182879_101351 0.672 121950.assembled.gff
Ga0182879_1013 Ga0182879_101352 0.713 121950.assembled.gff
Ga0182879_1013 Ga0182879_101353 0.732 121950.assembled.gff
Ga0182879_1013 Ga0182879_101354 0.726 121950.assembled.gff
Ga0182879_1013 Ga0182879_101355 0.686 121950.assembled.gff
Ga0182879_1013 Ga0182879_101356 0.703 121950.assembled.gff
Ga0182879_1013 Ga0182879_101357 0.694 121950.assembled.gff
Ga0182879_1013 Ga0182879_101358 0.739 121950.assembled.gff
Ga0182879_1013 Ga0182879_101359 0.739 121950.assembled.gff
Ga0182879_1013 Ga0182879_101360 0.723 121950.assembled.gff
Ga0182879_1013 Ga0182879_101361 0.74 121950.assembled.gff
Ga0182879_1013 Ga0182879_101362 0.73 121950.assembled.gff
Ga0182879_1013 Ga0182879_101363 0.689 121950.assembled.gff
Ga0182879_1013 Ga0182879_101364 0.734 121950.assembled.gff
Ga0182879_1013 Ga0182879_101365 0.718 121950.assembled.gff
Ga0182879_1013 Ga0182879_101366 0.742 121950.assembled.gff
Ga0182879_1013 Ga0182879_101367 0.74 121950.assembled.gff
Ga0182879_1013 Ga0182879_101368 0.705 121950.assembled.gff
Ga0182879_1013 Ga0182879_101369 0.725 121950.assembled.gff
Ga0182879_1013 Ga0182879_101370 0.743 121950.assembled.gff
Ga0182879_1013 Ga0182879_101371 0.751 121950.assembled.gff
Ga0182879_1013 Ga0182879_101372 0.716 121950.assembled.gff
Ga0182879_1013 Ga0182879_101373 0.731 121950.assembled.gff
Ga0182879_1013 Ga0182879_101374 0.735 121950.assembled.gff
Ga0182879_1013 Ga0182879_101375 0.691 121950.assembled.gff
Ga0182879_1013 Ga0182879_101376 0.688 121950.assembled.gff
Ga0182879_1013 Ga0182879_101377 0.694 121950.assembled.gff
Ga0182879_1013 Ga0182879_101378 0.728 121950.assembled.gff
Ga0182879_1013 Ga0182879_101379 0.707 121950.assembled.gff
Ga0182879_1013 Ga0182879_101380 0.69 121950.assembled.gff
Ga0182879_1013 Ga0182879_101381 0.669 121950.assembled.gff
Ga0182879_1013 Ga0182879_101382 0.651 121950.assembled.gff
Ga0182879_1013 Ga0182879_101383 0.664 121950.assembled.gff
Ga0182879_1013 Ga0182879_101384 0.667 121950.assembled.gff
Ga0182879_1013 Ga0182879_101385 0.661 121950.assembled.gff
Ga0182879_1013 Ga0182879_101386 0.644 121950.assembled.gff
Ga0182879_1013 Ga0182879_101387 0.672 121950.assembled.gff
Ga0182879_1013 Ga0182879_101388 0.773 121950.assembled.gff
Ga0182879_1014 Ga0182879_10141 0.733 121950.assembled.gff
Ga0182879_1014 Ga0182879_10142 0.739 121950.assembled.gff
Ga0182879_1014 Ga0182879_10144 0.659 121950.assembled.gff
Ga0182879_1014 Ga0182879_10145 0.763 121950.assembled.gff
Ga0182879_1014 Ga0182879_10146 0.757 121950.assembled.gff
Ga0182879_1014 Ga0182879_10147 0.782 121950.assembled.gff
Ga0182879_1014 Ga0182879_10148 0.767 121950.assembled.gff
Ga0182879_1014 Ga0182879_10149 0.744 121950.assembled.gff
