id	name	formula	charge	inchikey	smiles	deltag	kegg id
cpd00522_c0	dTDP-4-oxo-L-rhamnose_c0	C16H22N2O15P2	-2	PSXWNITXWWECNY-LPVGZGSHSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C00688
cpd03113_c0	(S)-3-Hydroxyhexadecanoyl-CoA_c0	C37H62N7O18P3S	-4	DEHLMTDDPWDRDR-QQOJFMBSSA-J	CCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-801.19	C05258
cpd03114_c0	3-Oxopalmitoyl-CoA_c0	C37H60N7O18P3S	-4	NQMPLXPCRJOSHL-BBECNAHFSA-J	CCCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-793.17	C05259
cpd01140_c0	UDP-apiose_c0	C14H20N2O16P2	-2	SYVORCSTSYHSPN-UXAZDEAISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])OP(=O)(O)OC2OCC(O)(CO)C2O)C(O)C1O	-725.22	C01623
cpd02807_c0	Cosmetin_c0	C21H20O10	0	KMOUJOKENFFTPU-QNDFHXLGSA-N	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	-266.52	C04608
cpd02952_c0	Apiin_c0	C26H28O14	0	NTDLXWMIWOECHG-LKXHPMIISA-N	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	-387.67	C04858
cpd08739_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienal_c0	C10H16O	0	KDMDLRXLBMMBSU-WEVVVXLNSA-N	C=C(CC=C(C)C=O)C(C)C	14.87	C11942
cpd08740_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid_c0	C10H15O2	-1	HZNKOKJSWBRPRJ-RMKNXTFCSA-M	C=C(CC=C(C)C(=O)[O-])C(C)C	-37.83	C11943
cpd17042_c0	DNA replication_c0	null	0				
cpd00068_c0	ITP_c0	C10H12N4O14P3	-3	HAEJPQIATWHALX-KQYNXXCUSA-K	O=P([O-])([O-])OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-729.58	C00081
cpd00072_c0	D-fructose-6-phosphate_c0	C6H11O9P	-2	BGWGXPAPYGQALX-ARQDHWQXSA-L	O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O	-431.67	C00085
cpd00090_c0	IDP_c0	C10H12N4O11P2	-2	JPXZQMKKFWMMGK-KQYNXXCUSA-L	O=P([O-])(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-521.58	C00104
cpd00290_c0	D-fructose-1,6-bisphosphate_c0	C6H10O12P2	-4	RNBGYGVWRKECFJ-ARQDHWQXSA-J	O=P([O-])([O-])OCC1OC(O)(COP(=O)([O-])[O-])C(O)C1O	-644.17	C00354
cpd11492_c0	Malonyl-acyl-carrierprotein-_c0	C14H24N2O10PRS	-2				C01209
cpd11493_c0	ACP_c0	C11H22N2O7PRS	-2				C00229
cpd11529_c0	9-methyl-3-oxo-decanoyl-ACP_c0	C22H39N2O9PRS	-1				
cpd15495_c0	Maltopentaose_c0	C30H52O26	0	FTNIPWXXIGNQQF-HZWIHCTQSA-N	OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	-852.2	
cpd01399_c0	Maltotetraose_c0	C24H42O21	0	LUEWUZLMQUOBSB-ZLBHSGTGSA-N	OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	-693.72	C02052
cpd08289_c0	1-deoxy-D-xylulose5-phosphate_c0	C5H9O7P	-2	AJPADPZSRRUGHI-RFZPGFLSSA-L	CC(=O)C(O)C(O)COP(=O)([O-])[O-]	-357.27	C11437
cpd08449_c0	3-Amino-2-oxopropyl phosphate_c0	C3H7NO5P	-1	HIQNVODXENYOFK-UHFFFAOYSA-M	NCC(=O)COP(=O)([O-])O	-285.41	C11638
cpd00009_c0	Phosphate_c0	HO4P	-2	NBIIXXVUZAFLBC-UHFFFAOYSA-L	O=P([O-])([O-])O	-261.974	C00009
cpd00478_c0	Pyridoxine phosphate_c0	C8H10NO6P	-2	WHOMFKWHIQZTHY-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(CO)c1[O-]	-279.93	C00627
cpd03187_c0	Oxalosuccinate_c0	C6H3O7	-3	UFSCUAXLTRFIDC-UHFFFAOYSA-K	O=C([O-])CC(C(=O)[O-])C(=O)C(=O)[O-]	-268.54	C05379
cpd00024_c0	2-Oxoglutarate_c0	C5H4O5	-2	KPGXRSRHYNQIFN-UHFFFAOYSA-L	O=C([O-])CCC(=O)C(=O)[O-]	-188.9	C00026
cpd00246_c0	Inosine_c0	C10H12N4O5	0	UGQMRVRMYYASKQ-KQYNXXCUSA-N	OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	-101.08	C00294
cpd00226_c0	HYXN_c0	C5H4N4O	0	FDGQSTZJBFJUBT-UHFFFAOYSA-N	Oc1ncnc2[nH]cnc12	23.12	C00262
cpd00475_c0	Ribose 1-phosphate_c0	C5H9O8P	-2	YXJDFQJKERBOBM-TXICZTDVSA-L	O=P([O-])([O-])OC1OC(CO)C(O)C1O	-394.12	C00620
cpd00054_c0	L-Serine_c0	C3H7NO3	0	MTCFGRXMJLQNBG-REOHCLBHSA-N	NC(CO)C(=O)O	-124.15	C00065
cpd15688_c0	CDP-1,2-diisohexadecanoylglycerol_c0	C44H79N3O15P2	-2			-641.22	
cpd15694_c0	Diisohexadecanoylphosphatidylserine_c0	C38H72NO10P	-2			-425.5	
cpd11589_c0	gly-asp-L_c0	C6H9N2O5	-1	SCCPDJAQCXWPTF-VKHMYHEASA-M	NCC([O-])=NC(CC(=O)O)C(=O)O	-196.33	
cpd00033_c0	Glycine_c0	C2H5NO2	0	DHMQDGOQFOQNFH-UHFFFAOYSA-N	NCC(=O)O	-87.73	C00037
cpd00041_c0	L-Aspartate_c0	C4H6NO4	-1	CKLJMWTZIZZHCS-REOHCLBHSA-M	NC(CC(=O)[O-])C(=O)O	-165.75	C00049
cpd02519_c0	Guanidinoethyl methyl phosphate_c0	C4H12N3O4P	0	PTALSLHNZQRENZ-UHFFFAOYSA-N	COP(=O)(O)OCCNC(=N)N	-228.77	C04071
cpd02744_c0	N'-Phosphoguanidinoethyl methyl phosphate_c0	C4H11N3O7P2	-2	SKVVAASQKFJYKN-UHFFFAOYSA-L	COP(=O)(O)OCCNC(=N)NP(=O)([O-])[O-]	-425.31	C04503
cpd00038_c0	GTP_c0	C10H13N5O14P3	-3	XKMLYUALXHKNFT-UUOKFMHZSA-K	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2[nH]1	-724.3	C00044
cpd00048_c0	Sulfate_c0	O4S	-2	QAOWNCQODCNURD-UHFFFAOYSA-L	O=S(=O)([O-])[O-]	-177.97	C00059
cpd00031_c0	GDP_c0	C10H13N5O11P2	-2	QGWNDRXFNXRZMB-UUOKFMHZSA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)([O-])O)C(O)C3O)c2[nH]1	-516.3	C00035
cpd00193_c0	APS_c0	C10H12N5O10PS	-2	IRLPACMLTUPBCL-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(O)C1O	-367.85	C00224
cpd00206_c0	dCMP_c0	C9H12N3O7P	-2	NCMVOABPESMRCP-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)([O-])O)O2)c([O-])n1	-305.54	C00239
cpd00052_c0	CTP_c0	C9H13N3O14P3	-3	PCDQPRRSZKQHHS-XVFCMESISA-K	N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C2O)c([O-])n1	-761.38	C00063
cpd00084_c0	L-Cysteine_c0	C3H7NO2S	0	XUJNEKJLAYXESH-REOHCLBHSA-N	NC(CS)C(=O)O	-83.394	C00097
cpd02201_c0	4-phosphopantothenate_c0	C9H15NO8P	-3	XHFVGHPGDLDEQO-ZETCQYMHSA-K	CC(C)(COP(=O)([O-])O)C(O)C([O-])=NCCC(=O)[O-]	-401.04	C03492
cpd02666_c0	(R)-4'-Phosphopantothenoyl-L-cysteine_c0	C12H20N2O9PS	-3	XQYALQVLCNHCFT-CBAPKCEASA-K	CC(C)(COP(=O)(O)O)C(O)C([O-])=NCCC([O-])=NC(CS)C(=O)[O-]	-427.284	C04352
cpd00026_c0	UDP-glucose_c0	C15H22N2O17P2	-2	HSCJRCZFDFQWRP-JZMIEXBBSA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O	-762.55	C00029
cpd00144_c0	UDPglucuronate_c0	C15H19N2O18P2	-3	HDYANYHVCAPMJV-LXQIFKJMSA-K	O=C([O-])C1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)C(O)C(O)C1O	-805.77	C00167
cpd02168_c0	Prephytoene diphosphate_c0	C40H66O7P2	-2	RVCNKTPCHZNAAO-XGYYIUAYSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C	-246.69	C03427
cpd03211_c0	15-cis-Phytoene_c0	C40H64	0	YVLPJIGOMTXXLP-BHLJUDRVSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	230.58	C05421
cpd00023_c0	L-Glutamate_c0	C5H8NO4	-1	WHUUTDBJXJRKMK-VKHMYHEASA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00025
cpd00201_c0	10-Formyltetrahydrofolate_c0	C20H21N7O7	-2	AUFGTPPARQZWDO-YUZLPWPTSA-L	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2	-144.77	C00234
cpd03524_c0	10-Formyl-THF-L-glutamate_c0	C25H27N8O10	-3	BHBZPCBOCZGPTF-KBMXLJTQSA-K	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)cc1)N2	-251.75	C05928
cpd11503_c0	6-methyl-octanoyl-ACP_c0	C20H37N2O8PRS	-1				
cpd11504_c0	8-methyl-3-oxo-decanoyl-ACP_c0	C22H39N2O9PRS	-1				
cpd03349_c0	5-Hydroxykynurenamine_c0	C9H13N2O2	1	JANBBPTXDKFOQR-UHFFFAOYSA-O	Nc1ccc(O)cc1C(=O)CC[NH3+]	-36.78	C05638
cpd03362_c0	5-Hydroxykynurenine_c0	C10H12N2O4	0	OTDQYOVYQQZAJL-QMMMGPOBSA-N	Nc1ccc(O)cc1C(=O)CC(N)C(=O)O	-116.42	C05651
cpd00259_c0	D-Lyxulose_c0	C5H10O5	0	ZAQJHHRNXZUBTE-WUJLRWPWSA-N	O=C(CO)C(O)C(O)CO	-181	C00310
cpd00198_c0	D-Xylulose5-phosphate_c0	C5H9O8P	-2	FNZLKVNUWIIPSJ-RFZPGFLSSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C00231
cpd00101_c0	ribose-5-phosphate_c0	C5H9O8P	-2	PPQRONHOSHZGFQ-LMVFSUKVSA-L	O=CC(O)C(O)C(O)COP(=O)([O-])[O-]	-392.04	C00117
cpd00847_c0	Ribose 1,5-bisphosphate_c0	C5H10O11P2	-2	AAAFZMYJJHWUPN-TXICZTDVSA-J	O=P([O-])([O-])OCC1OC(OP(=O)([O-])[O-])C(O)C1O	-606.62	C01151
cpd00062_c0	UTP_c0	C9H12N2O15P3	-3	PGAVKCOVUIYSFO-XVFCMESISA-K	O=c1nc([O-])ccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C1O	-813.77	C00075
cpd00805_c0	D-Tagatose 6-phosphate_c0	C6H11O9P	-2	BGWGXPAPYGQALX-OEXCPVAWSA-L	O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O	-431.67	C01097
cpd02371_c0	D-Tagatose 1,6-biphosphate_c0	C6H10O12P2	-4	RNBGYGVWRKECFJ-OEXCPVAWSA-J	O=P([O-])([O-])OCC1OC(O)(COP(=O)([O-])[O-])C(O)C1O	-644.17	C03785
cpd00311_c0	Guanosine_c0	C10H13N5O5	0	NYHBQMYGNKIUIF-UUOKFMHZSA-N	N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1	-95.8	C00387
cpd00013_c0	NH3_c0	H4N	1	QGZKDVFQNNGYKY-UHFFFAOYSA-O	[NH4+]	-18.97	C00014
cpd01217_c0	Xanthosine_c0	C10H12N4O6	0	UBORTCNDUKBEOP-UUOKFMHZSA-N	OCC1OC(n2cnc3c(O)nc(O)nc32)C(O)C1O	-151.93	C01762
cpd00807_c0	L-histidinol-phosphate_c0	C6H11N3O4P	-1	CWNDERHTHMWBSI-YFKPBYRVSA-M	NC(COP(=O)([O-])O)Cc1cnc[nH]1	-214.91	C01100
cpd00930_c0	imidazole acetol-phosphate_c0	C6H7N2O5P	-2	YCFFMSOLUMRAMD-UHFFFAOYSA-L	O=C(COP(=O)([O-])[O-])Cc1cnc[nH]1	-242.14	C01267
cpd00808_c0	L-ribulose-5-phosphate_c0	C5H9O8P	-2	FNZLKVNUWIIPSJ-CRCLSJGQSA-L	O=C(CO)C(O)C(O)COP(=O)([O-])[O-]	-393.5	C01101
cpd11540_c0	13-methyl-tetra-decanoyl-ACP_c0	C26H49N2O8PRS	-2				
cpd11541_c0	15-methyl-3-oxo-hexa-decanoyl-ACP_c0	C28H51N2O9PRS	-1				
cpd03246_c0	Taurochenodeoxycholate_c0	C26H44NO6S	-1	BHTRKEVKTKCXOH-BJLOMENOSA-M	CC(CCC([O-])=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	-195.763	C05465
cpd00210_c0	Taurine_c0	C2H7NO3S	0	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(=O)(=O)O	-126.763	C00245
cpd01663_c0	Chenodiol_c0	C24H39O4	-1	RUDATBOHQWOJDD-BSWAIDMHSA-M	CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	-126.15	C02528
cpd00982_c0	FADH2_c0	C27H33N9O15P2	-2	YPZRHBJKEMOYQH-UYBVJOGSSA-L	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1nc([O-])nc([O-])c1N2	-538.18	C01352
cpd15560_c0	Ubiquinone-8_c0	C49H74O4	0	ICFIZJQGJAJRSU-SGHXUWJISA-N	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O	142.5	C17569
cpd00015_c0	FAD_c0	C27H30N9O15P2	-3	IMGVNJNCCGXBHD-UYBVJOGSSA-K	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)([O-])OCC3OC([n+]4c[nH]c5c(N)ncnc54)C(O)C3O)c2cc1C	-515.07	C00016
cpd15561_c0	Ubiquinol-8_c0	C49H76O4	0	LOJUQFSPYHMHEO-SGHXUWJISA-N	COc1c(O)c(C)c(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC	120.8	
cpd00080_c0	Glycerol-3-phosphate_c0	C3H7O6P	-2	AWUCVROLDVIAJX-GSVOUGTGSA-L	O=P([O-])([O-])OCC(O)CO	-328.68	C00093
cpd11439_c0	fa4coa_c0	C36H61N7O17P3S	-3			-766.58	
cpd00010_c0	CoA_c0	C21H32N7O16P3S	-4	RGJOEKWQDUBAIZ-IBOSZNHHSA-J	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCS	-751.994	C00010
cpd15675_c0	1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0	C18H36O7P	-1			-346.88	
cpd15682_c0	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0	C35H68O8P	-1			-361.84	
cpd00113_c0	Isopentenyldiphosphate_c0	C5H10O7P2	-2	NUHSROFQTUXZQQ-UHFFFAOYSA-L	C=C(C)CCOP(=O)(O)OP(=O)([O-])[O-]	-439.84	C00129
cpd00350_c0	Farnesyldiphosphate_c0	C15H26O7P2	-2	VWFJDQUYCIWHTN-YFVJMOTDSA-L	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-383	C00448
cpd00289_c0	Geranylgeranyl diphosphate_c0	C20H34O7P2	-2	OINNEUNVOZHBOX-QIRCYJPOSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-354.91	C00353
cpd02498_c0	2,3-Dihydroxy-isovalerate_c0	C5H9O4	-1	JTEYKUFKXGDTEU-VKHMYHEASA-M	CC(C)(O)C(O)C(=O)[O-]	-161.2	C04039
cpd00123_c0	3-Methyl-2-oxobutanoate_c0	C5H7O3	-1	QHKABHOOEWYVLI-UHFFFAOYSA-M	CC(C)C(=O)C(=O)[O-]	-111.26	C00141
cpd11543_c0	15-methyl-trans-hexa-dec-2-enoyl-ACP_c0	C28H51N2O8PRS	-1				
cpd11544_c0	15-methyl-hexa-decanoyl-ACP_c0	C28H53N2O8PRS	-2				
cpd11432_c0	fa11coa_c0	C38H65N7O17P3S	-3			-763.34	
cpd15671_c0	1-isoheptadecanoyl-sn-glycerol 3-phosphate_c0	C20H40O7P	-1			-343.64	
cpd11536_c0	11-methyl-dodecanoyl-ACP_c0	C24H45N2O8PRS	-1				
cpd11537_c0	13-methyl-3-oxo-tetra-decanoyl-ACP_c0	C26H47N2O9PRS	-1				
cpd01647_c0	2-Phenylacetamide_c0	C8H9NO	0	LSBDFXRDZJMBSC-UHFFFAOYSA-N	N=C(O)Cc1ccccc1	-7.44	C02505
cpd00430_c0	PACT_c0	C8H8O2	0	IPBVNPXQWQGGJP-UHFFFAOYSA-N	CC(=O)Oc1ccccc1	-47.35	C00548
cpd00208_c0	LACT_c0	C12H22O11	0	GUBGYTABKSRVRQ-QKKXKWKRSA-N	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O	-376.76	C00243
